ID,DetoQ(J/g),SMILES,,,,,,,,,,DetoQ
NAPHUK,6063,[O-][N+](=O)/C=C/C=C/[N+](=O)[O-],,,,,,,,,,6.063
NAPJIA,5016,C/C(=C\C=C(\[N+](=O)[O-])/C)/[N+](=O)[O-],,,,,,,,,,5.016
NAPXEK,2170,[O-][N+](=O)c1ccc(cc1)c1nnn(c1C)C(=C)c1ccccc1,,,,,,,,,,2.17
NAQSUW,3457,Nc1cc(ccc1c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.457
NASXEN,1713,O=C1OC2(CCCCC2)OC(=O)C1=CNc1ccccc1[N+](=O)[O-],,,,,,,,,,1.713
NATHAS,4163,COc1cccc(c1)/C(=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/C,,,,,,,,,,4.163
NAWPUW,4693,[O-][N+](=O)c1cc(cc(c1N1CCCC1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.693
NAWQAD,4698,[O-][N+](=O)c1cc(cc(c1N1CCOCC1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.698
NAWQEH,4466,[O-][N+](=O)c1cc(cc(c1N1CCCCC1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.466
NAYNUX01,5688,[O-][N+](=O)N1[C@@H]2O[C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2O[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.688
NAYPAF,5683,[O-][N+](=O)N1[C@H]2O[C@H]3[C@@H]1N([N+](=O)[O-])[C@H]1O[C@@H]2N([N+](=O)[O-])[C@H]1N3[N+](=O)[O-],,,,,,,,,,5.683
NBARBA,2546,[O-][N+](=O)c1c(O)[nH]c(=O)[nH]c1=O,,,,,,,,,,2.546
NBCBRE10,3189,N#C[C@@H]1[C@H]2C[C@H]3[C@@H]1C=C[C@H]3[C@@H]2OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.189
NBFURX,3945,O/N=C/1\Oc2c(C1=O)cc(cc2)[N+](=O)[O-],,,,,,,,,,3.945
NBZMAA,1936,CN(c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,1.936
NEDCAA,3395,[O-][N+](=O)c1ccc(cc1)N/C=N/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.395
NEDDOP,2215,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c2c1ncnc2N)[N+](=O)[O-],,,,,,,,,,2.215
NEDSEU,3454,CN1C[C@]2(CC=C[C@@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.454
NEGKES,1669,[O-][N+](=O)c1ccccc1n1nc(cc1N)C(C)(C)C,,,,,,,,,,1.669
NEHPOG,4281,COc1ccc(cc1)/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-],,,,,,,,,,4.281
NEMLIA,2528,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O,,,,,,,,,,2.528
NEQGOH,2216,COc1ccc(c(c1)Nc1ncnc2c1cc(cc2)[N+](=O)[O-])OC,,,,,,,,,,2.216
NEQSIN,2657,N#Cc1cc(ccc1/N=C/N(C)C)[N+](=O)[O-],,,,,,,,,,2.657
NEZBIE,2383,COc1ncc(c2c1[nH]cc2)OC(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.383
NHANTQ,3253,Oc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.253
NHMENT,3558,OC[C@@H]1C[C@@]2(N[C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.558
NHPYOX10,1136,C[C@H]1C[C@H]2CCCCN2[C@H](O1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.136
NIAMBP,2169,Nc1ccc(cc1)c1ccccc1[N+](=O)[O-],,,,,,,,,,2.169
NIBBEI,1950,O=C1OC2(CCCC2)OC(=O)C1=CNc1cccc(c1)[N+](=O)[O-],,,,,,,,,,1.95
NIEQIN,1425,CCOc1cc([N+](=O)[O-])c2c(c1)C(=CC(N2)(C)C)C,,,,,,,,,,1.425
NIHBOX,1990,O=C1/C(=C/2\C=CC(=[N+]([O-])[O-])C=C2)/[N+](=O)[C@](N1C)(C)C(C)C,,,,,,,,,,1.99
NIKTEH,2794,[O-][N+](=O)c1cccc(c1)c1nc2ccccc2nc1c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.794
NIKVAF,2137,CO[C@H](c1ccc(cc1)[N+](=O)[O-])Nc1ccccn1,,,,,,,,,,2.137
NILZAM,3969,CCOC(=O)c1noc(c1)CO[N+](=O)[O-],,,,,,,,,,3.969
NIMFOE,2951,[O-][N+](=O)c1c[nH]c(=O)[nH]c1=O,,,,,,,,,,2.951
NINQEI,2871,CNC1=C([N+](=O)[O-])[C@H](C2=C(O1)CCCC2=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.871
NIPCIM,3950,[O-][N+](=O)c1ccc(cc1)N=C=Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.95
NIPFUP,3933,[O-][N+](=O)c1ccc(o1)/C=C/C(=O)c1ccccc1[N+](=O)[O-],,,,,,,,,,3.933
NIPHAZ,4686,N#[N+][N-]c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,4.686
NIPPAG,2289,CCN1C(=O)/C(=N\Nc2cccc(c2)[N+](=O)[O-])/C(=C(C1=O)C#N)C,,,,,,,,,,2.289
NIPYAZ,5620,[O-][N+](=O)n1cccn1,,,,,,,,,,5.62
NIQTUD,2873,O=C(Oc1ccc(cc1)[N+](=O)[O-])CCC(=O)Oc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.873
NISGEB,2952,[O-][N+](=O)C(CCc1nnn[nH]1)(CCc1nnn[nH]1)CCc1nnn[nH]1,,,,,,,,,,2.952
NITBAL02,4134,O/N=C/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,4.134
NIVPAJ,2769,OCc1ccc(c(c1)N)[N+](=O)[O-],,,,,,,,,,2.769
NIWROB03,2005,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.005
NIZCAA,3253,Cc1cccc(n1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.253
NMALAM,2581,N/C(=C(/C(=O)N)\[N+](=O)[O-])/O,,,,,,,,,,2.581
NMBYAN,2059,Cc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.059
NMBZAX,3875,C[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1,,,,,,,,,,3.875
NMBZYA01,2423,COc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.423
NMHXNT,4138,OC[C@@H]1C[C@@]2(N([C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])O)[N+](=O)[O-],,,,,,,,,,4.138
NMZNON01,3243,CN1C[C@@]2(CC(=O)C[C@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.243
NNAPAN10,3451,O=C1OC(=O)c2c3c1ccc(c3c(cc2)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.451
NNAPMP,2926,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Oc1c(C)cccc1C)cccc2,,,,,,,,,,2.926
NNTSED10,6084,O=[N+]([N+](=O)CC[N+](=O)[O-])CC[N+](=O)[O-],,,,,,,,,,6.084
NOACTD,3476,[O-][N+](=O)CC(=O)N,,,,,,,,,,3.476
NOEURA,5993,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.993
NOFBEP,1491,CNC(=C([N+](=O)[O-])C=C1C(=O)CC(CC1=O)(C)C)NC,,,,,,,,,,1.491
NOFLUP,1808,O[C@@H](c1ccccc1)CNc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.808
NOGCIX,2330,C/C(=C\C#Cc1nc(n(c1[N+](=O)[O-])C)C)/c1ccccc1,,,,,,,,,,2.33
NOHCAQ,1642,CN1C=C(c2ccccc2)[C@H](NC1=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.642
NOHTAZ,5340,C[C@@H]1N([N+](=O)[O-])[C@H](C)N([C@@H](N1[N+](=O)[O-])C)[N+](=O)[O-],,,,,,,,,,5.34
NOLHIG,1909,COC(=O)c1n(c2ccc(cc2)[N+](=O)[O-])c(c2c1cccc2)C,,,,,,,,,,1.909
NOMBEA01,3767,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])C(=O)O,,,,,,,,,,3.767
NOPHKN,3603,O=C(c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.603
NOQVUL,2732,Cc1ccc(o1)/C=N/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.732
NORPUG,3302,CC(COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C,,,,,,,,,,3.302
NOSLIQ,4333,[O-][N+](=O)OCC1(COC(=N1)c1cccnc1)CO[N+](=O)[O-],,,,,,,,,,4.333
NOSNUE,3396,[O-][N+](=O)OCCOC(=O)c1cccnc1,,,,,,,,,,3.396
NOTRAP,1521,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.521
NPASPG,2942,NC(=O)C[C@H](C(=O)O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,2.942
NPBUDY,4560,[O-][N+](=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,4.56
NPHDZA,2165,CC/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C,,,,,,,,,,2.165
NPHDZB,4096,CC/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.096
NPNFPR,3907,O=C(c1ccc(cc1)[N+](=O)[O-])/C=C/c1ccc(o1)[N+](=O)[O-],,,,,,,,,,3.907
NPYRAM,3447,[O-][N+](=O)c1cccnc1NCNc1ncccc1[N+](=O)[O-],,,,,,,,,,3.447
NTBYPY,3735,[O-][N+](=O)c1cc(ccc1Cc1ccncc1)[N+](=O)[O-],,,,,,,,,,3.735
NTBZAM01,2837,NC(=O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.837
NTPYRO11,5052,[O-][n+]1ccc(cc1)[N+](=O)[O-],,,,,,,,,,5.052
NUCDEW,2479,N#CC([C@@]1(C[N+](=O)[O-])C(=O)Nc2c1cc(C)cc2)C#N,,,,,,,,,,2.479
NUDLIH,1533,CC[NH+](Cc1cc(ccc1[O-])[N+](=O)[O-])CC,,,,,,,,,,1.533
NUKBOK,1144,[O-][N+](=O)c1ccc2c(c1)C(C)(C)NC2(C)C,,,,,,,,,,1.144
NULGEI,1746,[O-][N+](=O)[C@H]1C(=O)NC(=C[C@@H]1c1ccccc1)c1ccccc1,,,,,,,,,,1.746
NUMXAV,5098,CNC(=C([N+](=O)[O-])[N+](=O)[O-])N,,,,,,,,,,5.098
NUNCOO,1812,OC[C@@H](c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.812
NUPJAJ,3895,COc1ccc2c(c1[N+](=O)[O-])c([N+](=O)[O-])c(cc2)OC,,,,,,,,,,3.895
NUPMES,2638,[O-][N+](=O)c1ccc(cc1)/N=C/c1ccccn1,,,,,,,,,,2.638
NUPYON,2223,COc1cc(cc(c1O)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-],,,,,,,,,,2.223
NUQJEP,4159,O/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,4.159
NUQPOF,4372,O=C1c2c(cc(c(c2C(=O)c2c1c(cc(c2O)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.372
NUQRUN,2217,O=C(c1ccccc1[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2,,,,,,,,,,2.217
NUQZIJ01,1928,Nc1ccc(cc1N/C=C/1\C(=O)C=Cc2c1cccc2)[N+](=O)[O-],,,,,,,,,,1.928
OBOKIC,1774,Oc1ccc(cc1/C=N/c1ccc(cc1)Nc1ccccc1)[N+](=O)[O-],,,,,,,,,,1.774
OBUJAY,3296,COc1ccccc1/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C,,,,,,,,,,3.296
OBUWUF,2175,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2,,,,,,,,,,2.175
OBUXOA,2318,CCCNc1ccc(cc1[N+](=O)[O-])C#N,,,,,,,,,,2.318
OCALEL,2399,C/C(=N\NC(=O)c1ccccc1[N+](=O)[O-])/c1ccccn1,,,,,,,,,,2.399
OCALOU,1692,CC(=O)NCCNc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.692
OCAYID,1732,[O-][N+](=O)C(c1ccnc(n1)c1ccccc1)(C)C,,,,,,,,,,1.732
OCEHEL,3899,N#CC(=Cc1cc2OCOc2cc1[N+](=O)[O-])C#N,,,,,,,,,,3.899
OCEKIS,2522,CCOc1ccccc1N/N=N/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.522
OCHTET18,6277,[O-][N+](=O)N1CN(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.277
OCOMOK,2186,OC(=O)CCNc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.186
OFAHAH,4685,[O-][N+](=O)[C@]12[C@H]3C[C@H]4C[C@@H]2[C@@]([N+](=O)[N+]1=O)([C@@H](C3)C4)[N+](=O)[O-],,,,,,,,,,4.685
OFOMAX,1839,O=C(c1ccc(cc1)[N+](=O)[O-])OCCn1ccc2c1cccc2,,,,,,,,,,1.839
OGENIY01,1974,O=C(c1cccc(c1)[N+](=O)[O-])Nc1cccc2c1nccc2,,,,,,,,,,1.974
OGEPUM01,1973,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccc2c1nccc2,,,,,,,,,,1.973
OJAREW,3119,CO[C@@]12[C@@H]3O[C@@H]3CN1c1c(C2=O)cc(cc1)[N+](=O)[O-],,,,,,,,,,3.119
OJARIA,3230,CO[C@@]12[C@H]3O[C@H]3CN2c2c(C1=O)cccc2[N+](=O)[O-],,,,,,,,,,3.23
OJIJOG,3240,[O-][N+](=O)c1cc(ccc1NN=C1CCCCC1)[N+](=O)[O-],,,,,,,,,,3.24
OJIRIJ,2415,COc1ccc(c(c1)[N+](=O)[O-])c1cnc2c(n1)cccc2,,,,,,,,,,2.415
OJOLAC,4272,O=NC1(COC(OC1)(C)C)[N+](=O)[O-],,,,,,,,,,4.272
OJUNEM,2545,CN(/N=C(/c1ccc(cc1)[N+](=O)[O-])\C=N\N(C)C)C,,,,,,,,,,2.545
OJUNUC,2253,CN(/N=C/C(=N\N1CCCC1)/c1ccc(cc1)[N+](=O)[O-])C,,,,,,,,,,2.253
OLIHIA,2530,COC(=O)/C(=C/C(=O)OC)/Nc1ccccc1[N+](=O)[O-],,,,,,,,,,2.53
OLIHUM,2552,COC(=O)c1cc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-],,,,,,,,,,2.552
OLIJEY,1885,COC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)[N+](=O)[O-],,,,,,,,,,1.885
OLOHEC,2616,O=C1C=CC=C/C/1=C/Nc1ccc(cc1O)[N+](=O)[O-],,,,,,,,,,2.616
OMITIP,2501,OC[C@H]1O[C@H](C[C@@H]1O)n1nnc(c1)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.501
OMIWEM,4579,[O-][N+](=O)C1=[N+]2C=CC=[N+]2C=C1,,,,,,,,,,4.579
OMOBOH,3329,CCOC(=O)c1cn(nc1C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.329
OMOTEP,2577,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc2c1cccc2[N+](=O)[O-],,,,,,,,,,2.577
OMOTIT,2665,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1nc2c(c1)c(ccc2)[N+](=O)[O-],,,,,,,,,,2.665
OMUXEB,1687,O=Cc1cc(cc(c1[O-])C[N+](CC)(CC)CC)[N+](=O)[O-],,,,,,,,,,1.687
ONABAH,2646,[O-][N+](=O)c1ccccc1Nc1nnc(o1)c1ccccc1,,,,,,,,,,2.646
ONABEL,2646,N#CC(=C(c1ccc(cc1)OC)/C=C/c1ccccc1[N+](=O)[O-])C#N,,,,,,,,,,2.646
ONBZAM,2944,[O-][N+](=O)c1ccccc1C(=O)N,,,,,,,,,,2.944
ONITAN02,3050,[O-][N+](=O)c1ccccc1N,,,,,,,,,,3.05
ORAWAG,4991,COc1c([N+](=O)[O-])c(OC)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-],,,,,,,,,,4.991
OROYUR,3746,COc1ccc(c(c1)[N+](=O)[O-])C#N,,,,,,,,,,3.746
OSIDEB,2059,O=C(c1ccc(cc1)[N+](=O)[O-])OCN1C(=O)c2c(C1=O)cccc2,,,,,,,,,,2.059
OTENEI,2158,COc1cc(ccc1C(=O)Nc1ccccc1n1cccn1)[N+](=O)[O-],,,,,,,,,,2.158
OTOFIN,3039,Nc1cc(ccc1C)Nc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.039
OVUYEL,1348,Cc1ccc(cc1)/C(=C\[N+](=O)[O-])/N1CCCCC1,,,,,,,,,,1.348
OWUQEE,2371,Oc1ccc(cc1/C=N/c1ccccc1)[N+](=O)[O-],,,,,,,,,,2.371
OWUYOW02,5497,[O-][N+](=O)N(c1nonc1c1nocn1)CCN(c1nonc1c1nocn1)[N+](=O)[O-],,,,,,,,,,5.497
OXIMOZ,1786,CCOC(=O)c1c(C)[nH]c(c1O)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,1.786
OXINEQ,3763,N#Cc1c2CCCCC(c2nc(c1C#N)O)([N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.763
OXIRUK,5425,[O-][N+](=O)c1nn(cn1)CC#C,,,,,,,,,,5.425
OXISEV,4690,[O-][N+](=O)c1nn(cn1)C=C,,,,,,,,,,4.69
OXONOG,6988,O=[N+](c1nonc1N[N+](=O)[O-])[N-]c1nonc1/N=N/c1nonc1[N-][N+](=O)c1nonc1N[N+](=O)[O-],,,,,,,,,,6.988
OZAZEV,3107,COCc1c(C#N)c(NN)nc(c1[N+](=O)[O-])C,,,,,,,,,,3.107
PABBOJ,5386,[O-][N+](=O)c1cc(cc(c1n1nnc2c1c(cc(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.386
PABHAB01,4814,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1c(C)nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,4.814
PABPIR,1542,CN(CCCNc1ccnc2c1cccc2[N+](=O)[O-])C,,,,,,,,,,1.542
PABPUD,1565,CN(CCCNc1c(cnc2c1cccc2)[N+](=O)[O-])C,,,,,,,,,,1.565
PADQUJ,1409,[O-][N+](=O)C[C@H](c1c(N)n(C)c(=O)n(c1=O)C)c1ccccc1,,,,,,,,,,1.409
PADZAX,2460,[O-][N+](=O)c1ccc(cc1)NN=C1c2cccnc2c2c1cccn2,,,,,,,,,,2.46
PAGNUJ,5132,[O-][N+](=O)c1ncn(c1)c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.132
PAGPOF,3968,[O-][N+](=O)c1c(NC(C)(C)C)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N,,,,,,,,,,3.968
PAGPUL,5323,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.323
PAGQAS,5535,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.535
PAHBEG,3063,[O-][N+](=O)c1ccc(cc1)/C=N/CC/N=C/c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.063
PAMGIT,2505,N#CC(C(c1ccccc1)(C)C)(/N=N/c1ccc(cc1)[N+](=O)[O-])C#N,,,,,,,,,,2.505
PAMNIA,2151,O=C1CCCN1c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.151
PAMQAW,3987,[O-][N+](=O)C1(CCCCCCc2c1cno2)[N+](=O)[O-],,,,,,,,,,3.987
PANJOE,1665,[O-][N+](=O)c1ccc2c(c1)n(CCc1ccccc1)cn2,,,,,,,,,,1.665
PANJUK,2590,O=C(c1cccc(c1)[N+](=O)[O-])CCn1cncn1,,,,,,,,,,2.59
PAQZEN,1568,[O-][N+](=O)c1ccc(cc1)C(c1cccn1C)c1cccn1C,,,,,,,,,,1.568
PARPOO,2920,[O-][N+](=O)c1ccc(nc1C)/N=N/c1ccccc1,,,,,,,,,,2.92
PASJUP,2773,CC[C@@]([C@@]([N+](=O)[O-])(CC)C)([N+](=O)[O-])C,,,,,,,,,,2.773
PAVDOH,2162,Cc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.162
PAVJAY,3300,Cc1ccc(cc1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,3.3
PAVVEN,2296,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1c(ccc2)[N+](=O)[O-],,,,,,,,,,2.296
PAVZET,2446,COc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-],,,,,,,,,,2.446
PAVZIX,2372,Nc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-],,,,,,,,,,2.372
PAWGUR,1337,[O-][N+](=O)C(Cc1c[nH]c2c1cccc2)(C)C,,,,,,,,,,1.337
PAWVIV,5557,[O-][N+](=O)O[C@]12C[C@H]3N([C@@H](C2)N([C@@H](C1)N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.557
PAXQUC,4165,O=C(c1ccc(cc1)[N+](=O)[O-])C[N-][N+]#N,,,,,,,,,,4.165
PAXTAL,1602,Cc1ccc(cc1)CNc1cccc(c1)[N+](=O)[O-],,,,,,,,,,1.602
PAYBAV,2144,CCn1c2ncc(c(=O)n2c2c1cccc2)[N+](=O)[O-],,,,,,,,,,2.144
PECQAS,2486,COC(=O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/CC(=O)OC,,,,,,,,,,2.486
PEDREY,2304,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)C,,,,,,,,,,2.304
PELHUL,2785,NCCNc1cc(NCCN)c(cc1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,2.785
PEMCAM06,2347,CN(c1ccc(cc1)/C=C/[N+](=O)[O-])C,,,,,,,,,,2.347
PESJIH,3006,C/C=N/Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.006
PESNAF,2311,[O-][N+](=O)c1ccc(cc1)n1cnc2c1cccc2,,,,,,,,,,2.311
PESQOW,1501,Cc1cccc(c1)c1nc2c(n1c1ccc(cc1)[N+](=O)[O-])cccc2,,,,,,,,,,1.501
PEVQIR,3231,[O-][N+](=O)c1ccc(cc1)Oc1ccccc1Oc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,3.231
PEXKEI,1599,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N[C@]2(C)c2c1cccc2,,,,,,,,,,1.599
PEZPIV,2677,Cc1nn2c(n1)n(nc2c1ccc(cc1)[N+](=O)[O-])C(=O)C,,,,,,,,,,2.677
PICFOW,2108,C/C(=C/C(=O)C)/Nc1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.108
PICNEX,6128,N#[N+][N-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,6.128
PICRAC17,5323,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O,,,,,,,,,,5.323
PICRIC,3731,O=c1ccc2c(cc1)c(nn2c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C,,,,,,,,,,3.731
PIGLOI,5561,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.561
PIGSEF,5313,[O-][N+](=O)c1nc(cn1c1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.313
PIGSIJ,5774,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.774
PIGSOP,5701,[O-][N+](=O)c1nc(cn1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.701
PIGSUV,5379,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-],,,,,,,,,,5.379
PILGEX,2535,COc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-],,,,,,,,,,2.535
PILGID,1530,[O-][N+](=O)c1ccc(cc1)c1nc2n(c1NC(C)(C)C)ccnc2,,,,,,,,,,1.53
PIMKIF,4204,[O-][N+](=O)OC[C@@H]1CC[C@H](CC1)CO[N+](=O)[O-],,,,,,,,,,4.204
PIMKOL,5039,[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-],,,,,,,,,,5.039
PIPWOA,2328,Cn1cnc(c1/C=C/c1ccccc1)[N+](=O)[O-],,,,,,,,,,2.328
PITDAZ,2328,COc1ccc2c(c1)n(cn2)c1ccc(cc1)[N+](=O)[O-],,,,,,,,,,2.328
PIWDUU,664,[O-][N+](=O)[C@@H]1CCN2[C@H]1[C@]1(CCCC1(C)C)CC2,,,,,,,,,,0.664
PIWSEU,1982,[O-][N+](=O)[C@@H]([C@@H]1NC(=O)c2c1cccc2)C,,,,,,,,,,1.982
PIZHAH,5160,O=NN1CC(C1)(CC)O[N+](=O)[O-],,,,,,,,,,5.16
PIZNUJ,1629,COc1ccc(cc1)[C@@H](c1c[nH]c2c1cccc2)C[N+](=O)[O-],,,,,,,,,,1.629
PNBPIP,1663,O=C(c1ccc(cc1)[N+](=O)[O-])N1CCCCC1,,,,,,,,,,1.663
PNOIZA,2334,[O-][N+](=O)c1ccc2n(c1)cc(c2)c1ccccc1,,,,,,,,,,2.334
PNOIZB,2342,[O-][N+](=O)c1cccn2c1cc(c2)c1ccccc1,,,,,,,,,,2.342
PNOIZD,2029,[O-][N+](=O)c1cccc2c1[nH]cc2c1ccccc1,,,,,,,,,,2.029
PNPAUR,2127,O=C(Cc1ccc(cc1)[N+](=O)[O-])NCC(=O)O,,,,,,,,,,2.127
