ID,BDE(kJ/mol),smiles
PUQQOI,289.1,O=C1CC(C)(C)CC(=O)C1=NNc1cccc(c1)[N+](=O)[O-]
PUTCEM,266,[O-][N+](=O)c1cc(cc2c1N=[N+]1[N+]2=Nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUTCOW,262.4,COc1c(cc(c2c1nn(n2)c1cc(cc(c1N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUTCUC,264.1,[O-][N+](=O)c1cc(cc2=[N+]3[N+](=C(C=N3)[N+](=O)[O-])N=c12)[N+](=O)[O-]
PUVSEE,260.2,CN(/C=C/1\N=C(OC1=O)c1ccccc1[N+](=O)[O-])C
PUVSOO,140.5,[O-][N+](=O)c1ccc2c(c1)cnn2[N+](=O)[O-]
PUWGET,278.7,COC(=O)/C(=C(\c1ccccc1)/Nc1ccccc1)/[N+](=O)[O-]
PUWGIX,248.5,COC(=O)/C(=C(\c1ccccc1)/N1CCCCC1)/[N+](=O)[O-]
PUXQUW,292.6,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)CC
QABDEE,295.3,[O-]/[N+](=C\c1ccc(cc1)[N+](=O)[O-])/CCOCc1ccccc1
QAHPIZ,284.7,OC(=O)/C=C\c1nnc(n1c1ccc(cc1)[N+](=O)[O-])c1ccccn1
QAJJUI,289.5,Oc1cccc(c1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
QAJWUV,298.8,COC(=O)/C=C\C(=O)Nc1ccc(cc1)[N+](=O)[O-]
QAMJOG,146.4,CO[C@@H]1[C@@H](O[N+](=O)[O-])c2c(N1C(=O)OC(C)(C)C)cccc2
QANWAE,305.8,Oc1ccc(cc1/C=N/C1CC1)[N+](=O)[O-]
QAQDAN,304.7,CCN([C@H]1CN=NN1c1ccc(cc1)[N+](=O)[O-])CC
QAQPIH,113.3,N#CC1=NO[C@](C1(C)C)(C#N)[N+](=O)[O-]
QARHEZ,220.5,CCCN1[C@@H]2[C@@]1([N+](=O)[O-])C(=O)N(c1c2cccc1)C
QATYES,292.2,[O-][N+](=O)c1nnn(c1c1cccc2c1cccc2)Cc1ccccc1
QATZOD,304.3,[O-][N+](=O)c1ccc(cc1)NN1C(=O)c2c(C1=O)cccc2
QAVCIC,293.3,[O-][N+](=O)c1cc(ccc1NN1C(=O)c2c(C1=O)cccc2)[N+](=O)[O-]
QAXJOO,295.2,COC(=O)C1=C(C)NC(=O)[C@H]([C@@H]1c1ccc(cc1)[N+](=O)[O-])C(=O)N
QAZDOK,217.1,CC1=C(C)C[C@H]2[C@](C1)([N+](=O)[O-])[C@H](O)NC1=C2[N+](=O)O[N-]1
QEBRIB,294.8,Cc1ccc(cc1)c1noc2n1cc(n2)[N+](=O)[O-]
QEBWUP,295.2,O=C(Nc1ccccc1[N+](=O)[O-])ON1C(=O)CCC1=O
QECKIU,289,OC1=CC(=O)/C(=C\Nc2cccc(c2)[N+](=O)[O-])/C=C1
QECQUN,252.6,NC(=C([N+](=O)[O-])[N+](=O)[O-])N1N=C(C[C@@]1(C)O)C
QEGQUR,295.4,C[C@]1(C[C@H]1[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1)c1ccccc1
QELQEG,262.2,O=C(c1c2ccccc2nc(c1[N+](=O)[O-])N)NCc1ccccc1
QEPJAY,317.9,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)/C=C/c1ccccc1
QEPJEC,317.8,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1
QEPJIG01,317.2,C[C@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)C
QERYUK,271,[O-][N+](=O)c1ccccc1/C=C/1\Nc2c(C1=O)cccc2
QERZAR,288.1,[O-][N+](=O)c1ccc(cc1)c1cc(=O)c2c([nH]1)cccc2
QETTEO01,294.2,C/C(=N\N=C(\c1ccccc1)/C)/c1ccc(cc1)[N+](=O)[O-]
QEVFEC,290.1,O=C(c1ccccc1)/C=c/1\[nH]c2cc(ccc2oc1=O)[N+](=O)[O-]
QEXZIF,293.7,Cc1nn(c(c1/N=N/c1ccccc1)C)c1ccc(cc1)[N+](=O)[O-]
QEYGOS,317.3,[O-][N+](=O)c1cccc(c1O)/C=C/C1=Nc2c(C1(C)C)cccc2
QEYHAF,300.6,Oc1ccc(cc1/C=C/C1=Nc2c(C1(C)C)cccc2)[N+](=O)[O-]
QIFPON,335.2,[O-][N+](=O)c1c2N=NN=[n+]2c2c(c1N)[n+](=O)on2
QIJDAO,121,[O-][N+](=O)N1CCc2c1cccc2
QIKDAP,334.1,Nc1ccc(c(c1)N)[N+](=O)[O-]
QIKDET,283.3,Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
QIMGIC,291.9,N#CC1=C(N)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C(=O)C)C
QIMGOI,291.1,CCOC(=O)C1=C(C)OC(=C([C@@H]1c1cccc(c1)[N+](=O)[O-])C#N)N
QIRPAL,254.9,[O-][N+](=O)c1cc(C)c(c(c1O)[N+](=O)[O-])C
QIRQOZ,287.4,[O-][N+](=O)c1ccc(cc1)n1nnc(c1C)C(=O)C
QIXSAS,268.6,N/N=C/c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
QIYJIR,284.1,N#C/C=C/1\CCC[C@@H]1OC(=O)c1ccc(cc1)[N+](=O)[O-]
QOCNUT,287.5,Cc1cnc(c(n1)Cc1c[nH]c2c1c(ccc2)[N+](=O)[O-])C
QOFHEZ,308,[O-][N+](=O)c1ccc(cc1)N/N=C/C=C/c1ccccc1
QOFQIL,296.7,CC1(C)NC(NC1(C)C)c1ccc(cc1)[N+](=O)[O-]
QOFQOR,296.2,ON1C(c2ccc(cc2)[N+](=O)[O-])N(C(C1(C)C)(C)C)O
QOKYAR,273.3,CN1CC(=C2C(=C(c3ccccc3)c3c2cccc3)C1)[N+](=O)[O-]
QOLXIY,261,CCN([N+](=O)[N-]Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])CC
QOQWUO,243,O=Cc1cn(nc1c1cc(C)ccc1O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
QOTGEL01,309.6,[O-][N+](=O)c1ccc(nc1)NC1CCCCCCC1
QOTGOV02,307.2,[O-][N+](=O)c1ccc(nc1)N[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
QOVLIX,220.3,O=C[C@@H]1CC[C@H](N(O1)c1ccccc1)[C@H]([N+](=O)[O-])C
QOVXUV,317.4,[O-][N+](=O)C1=C/C(=C/NCCCO)/C(=O)C=C1
QOYJOD06,275.1,[O-][N+](=O)c1n[nH]c(=O)[nH]1
QQQAIY04,290.7,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1
QQQCOY10,304,O=C(Nc1ccccc1)/C=N/Nc1ccc(cc1[N+](=O)[O-])C
QQQFGG01,296.7,[O-][N+](=O)c1cc(ccc1Nc1ccccc1)[N+](=O)[O-]
QQQFNG02,296.6,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])N
QUCJEE,290.7,O/N=C(/c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])\C
QUDROX,278,O=C(c1noc(c1[N+](=O)[O-])c1ccccc1)c1ccccc1
QUFSAN,277.6,O=C(Oc1ccccc1)Nc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
QUGLIN,113.6,[O-][N+](=O)N1c2ccccc2C(=O)[C@]1(C)c1ccccc1
QUJGIL,287.6,OC(=O)c1cc(cc(c1c1c(cc(cc1C(=O)O)[N+](=O)[O-])C(=O)O)C(=O)O)[N+](=O)[O-]
QUNDIO02,284,O=C(c1cccc(c1)[N+](=O)[O-])c1cccc(c1)[N+](=O)[O-]
QUNRIC,275.6,O=C1N(C)C(=O)N(C(=O)C1c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
QUXTIO,294.3,[O-][N+](=O)c1ccc(cc1)/C=N/c1c(nc2n1cccc2)c1ccccc1
QUYKUR01,291.2,[O-][N+](=O)c1ccc(cc1)/C=N/c1cccc(c1C)C
QUYQEH,258.4,CC(=O)N1N=C(C[C@@H]1c1ccccc1)c1ccccc1[N+](=O)[O-]
QUZBET,270,Oc1ccc(cc1)/C=N/NC(=O)c1ccccc1[N+](=O)[O-]
QUZNUV,294.9,O=CNCCc1ccc(cc1)[N+](=O)[O-]
RABPIP,310.3,COC(=O)/C(=C/[N+](=O)[O-])/NC(=O)c1ccccc1
RAJHIT,309.2,CN([C@H](c1ccccc1)C)c1ccc(cn1)[N+](=O)[O-]
RAJHOZ,308.2,Cc1cc(cnc1N[C@H](c1ccccc1)C)[N+](=O)[O-]
RAKMUM,298.2,CNc1ccc(c2c1c(ccc2)N(C)C)[N+](=O)[O-]
RAKNAT,278.9,CNc1cccc2c1c(ccc2[N+](=O)[O-])N(C)C
RAMRUS,287.9,O=C(c1ccc(cc1)[N+](=O)[O-])N1[C@@H]2[C@H]1COCOC2
RAMSAZ,296.5,[O-][N+](=O)c1ccc(cc1)CN1[C@@H]2[C@H]1COCOC2
RAMVUW,295.4,[O-][N+](=O)c1c[nH]nn1
RAPFIY,277.1,COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
RAPHEY,305.7,Oc1ccc(cc1/C=N/c1ccccc1Oc1ccccc1)[N+](=O)[O-]
RAPLAY,280.1,Oc1ccc(c(c1)/C=N/c1cccc2c1cccc2)[N+](=O)[O-]
RAQROR,161.9,O=[N+]1O[N-]C2=C1[C@@H]1[C@H]3C=C[C@@H]([C@@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C3
RAQRUX,125,O=[N+]1O[N-]C2=C1[C@H]1CC(=C(C[C@]1(C1=C2[N+](=O)O[N-]1)[N+](=O)[O-])C)C
RASZIU,310.1,CN(CC[NH2+]Cc1cc(ccc1[O-])[N+](=O)[O-])C
RAVNEH,264.9,CC(=O)N(c1c(C)ccc(c1[N+](=O)[O-])C)C(=O)C
RAYXUK,292.4,COc1cc(=O)c2c([nH]c1=O)ccc(c2)[N+](=O)[O-]
REBHOW,256.6,[O-][N+](=O)c1c(C)cccc1c1nc2c([nH]1)cccc2
REBLER,290.2,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C(\c1ccccn1)/c1ccccc1
REBPEU,215.8,CC[C@@H]([C@H]1NC(=C(N([C@@H]1OC)CC)C#N)C#N)[N+](=O)[O-]
REGCUB,290.9,Cc1nn2c(c1)[nH]nc2c1cccc(c1)[N+](=O)[O-]
REKKAW,294.8,CCc1cc(nn1c1ccc(cc1)[N+](=O)[O-])c1ccccc1
RENTUZ,233.8,CN(c1ncnc(c1[N+](=O)[O-])N(C)C)C
REVRER,301,CCn1nc2c(c1)c(ccc2)[N+](=O)[O-]
REVRIV,293.5,CCn1ncc2c1cccc2[N+](=O)[O-]
REWDUS,292.7,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1cccc(c1)[N+](=O)[O-]
REYKAH,284.9,O=Cc1n(nnc1C(C)(C)C)c1ccc(cc1)[N+](=O)[O-]
REYKEO,129.9,CO[N-][N+](=O)C([N+](=O)[N-]OC)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
REZFUA,294.3,CN(C(=O)c1ccccc1)c1ccc(cc1)[N+](=O)[O-]
REZGEL,295.2,COc1ccc(cc1)C(=O)N(c1ccc(cc1)[N+](=O)[O-])C
RIGHUK04,272.5,[O-][N+](=O)c1cc(ccc1Cc1ncccc1C)[N+](=O)[O-]
RIGJIA,139.8,[O-][N+](=O)N1CN([C@H]2[C@@H]1[C@H]1[C@@H]2N(CN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
RIJBIY,282.6,CC(=O)c1cccc(c1)n1nc2c(c1[N+](=O)[O-])cccc2
RIJMOM,304.8,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1ccc(c2)[N+](=O)[O-]
RIKNOO,296.8,[O-][N+](=O)c1cc[nH]n1
RIKZOD,229.6,[O-][N+](=O)c1cc(cc(c1Nn1nn[nH]c1=O)[N+](=O)[O-])[N+](=O)[O-]
RILXOB,292,O=[N+]1C(=[N+]=c2c(=C1C)cccc2)c1ccc(cc1)[N+](=O)[O-]
RINWUG,299.2,O=C(c1ccncc1)N/N=C/c1ccc(o1)[N+](=O)[O-]
RINYOC,307.4,O=[N+](c1ccccc1)/C=C/1\C=CC(=[O+]1)[N+](=O)[O-]
RIQRIV,314,Oc1ccc2c(c1Nc1ccc(cc1)[N+](=O)[O-])cccc2
RIRMAH,309,[O-][N+](=O)c1ccc(c(c1)N)N
RIYQOG,230.2,COc1ccc(c(c1c1c(OC)c(cc(c1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
RIYTID,286.9,N#Cc1cc(ccc1C)[N+](=O)[O-]
RIZGUD,298.2,[O-][N+](=O)c1cc(ccc1N/N=C(/c1ccco1)\C)[N+](=O)[O-]
ROFGAV,271.4,N#Cc1ccc(c(c1)[N+](=O)[O-])C
ROFHAV,258.6,O=C1C[C@@H]([C@@H]2O[C@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
ROFNIK,285.9,Cc1ccc(cc1c1nnn[nH]1)[N+](=O)[O-]
ROFQIO,272.1,ON(c1onc(c1)[N+](=O)[O-])[C@H]1CCCO1
ROGDEX,272.1,COc1ccc(cc1)/N=C/c1ccccc1[N+](=O)[O-]
ROGVAL,218.3,CCOC(=O)[C@@]1(C[C@H]1c1cccc(c1)[N+](=O)[O-])[N+](=O)[O-]
ROHBAR,291.3,O=C(c1ccncc1)N/N=C/c1ccc(cc1)[N+](=O)[O-]
ROKREO,274.9,CCN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])CC
ROKZUM,297.8,O=C1CCC(=C1)Nc1ccc(cc1)[N+](=O)[O-]
ROLBAV,273.9,[O-][N+](=O)c1ccnc(c1)c1nccc(c1)[N+](=O)[O-]
ROTXUV,290.7,[O-][N+](=O)c1cccc(c1)c1cnc(nc1)N1CCOCC1
ROWHUI,288.7,O=C(c1ccccc1Oc1ccccn1)c1ccc(cc1)[N+](=O)[O-]
RUBXOD,277.8,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])N1CC=CC1
RUBYAQ,277.7,C=CCN(C(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])CC=C
RUCRIR,324.3,CCOC(=O)c1[nH]c(c2c1[C@@H]1CC[C@H]2C=C1)[N+](=O)[O-]
RUGJUZ,257.9,[O-][N+](=O)c1n(C)cnc1[N+](=O)[O-]
RUJJEM,285,Oc1ccc(c(c1)/C=N/NC(=O)c1cc2ccccc2cc1O)[N+](=O)[O-]
RUJSEV,279.8,[O-][N+](=O)c1ccccc1OCCCCOc1ccccc1[N+](=O)[O-]
RUQWEG,296.8,C/C(=N\NC(=O)c1ccccc1O)/c1ccc(cc1)[N+](=O)[O-]
RUSCOZ,290.7,N#C/C(=C\c1ccc(cc1)n1cncc1)/c1ccc(cc1)[N+](=O)[O-]
RUSHIW,164.5,N#[N+][N-][C@]1(C[C@H]2C[C@@H]1C[C@@]2([N-][N+]#N)[N+](=O)[O-])[N+](=O)[O-]
RUTFET,291.3,Oc1ccc2c(c1/C=N/N=C/c1ccc(cc1)[N+](=O)[O-])cccc2
RUVTAD01,313.2,O[C@@H]1CCCC[C@H]1Nc1ccc(cc1)[N+](=O)[O-]
RUWCIV,247.8,[O-][N+](=O)c1cc(ccc1N(c1ccccc1)C)[N+](=O)[O-]
RUXFAT,258.7,O=C1C[C@H]([C@H]2O[C@@H]1OC2)n1cc(c(n1)[N+](=O)[O-])[N+](=O)[O-]
SABDAC,269.3,COc1ccc(cc1)Oc1ncccc1[N+](=O)[O-]
SABFIM,290.4,O=C(c1ccccc1O)Nc1cccc(c1)[N+](=O)[O-]
SABJEM,329.6,COC(CN1CCN2C1=C(CC[C@@H]2O)[N+](=O)[O-])OC
SAFMAQ,280.4,[O-][N+](=O)c1cc2nn[nH]c2c(c1)[N+](=O)[O-]
SAFQOH,290,Oc1ccc(cc1)/C=N/NC(=O)c1cccc(c1)[N+](=O)[O-]
SAFYAB,290,N#Cc1nn(c(c1)N)c1ccc(cc1)[N+](=O)[O-]
SAGLOD,278.3,CCOC(=O)c1ccccc1NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SAGVUT,301.1,N#Cc1ccc(c(c1)[N+](=O)[O-])NC(C)C
SAHBEK,276.5,CNC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SAHCOV,259,COc1c(O)ccc(c1[N+](=O)[O-])/C=N/c1cc(C)cc(c1)C
SAHLEU,286.8,OC(=O)c1ccccc1Nc1ccccc1[N+](=O)[O-]
SAHSID,248.8,[O-][N+](=O)c1cc2ccccc2cc1[N+](=O)[O-]
SAJYAD,285.3,Oc1ccc(nc1)/N=N/c1cccc(c1)[N+](=O)[O-]
SALXEJ,252,[O-][N+](=O)c1cc(ccc1N1CCC=N1)[N+](=O)[O-]
SAMROP,206.1,CN/C(=N\[N+](=O)[O-])/NC[C@H]1COCC1
SANQAA,296.1,[O-][N+](=O)/C=C/c1nc2c(n1C)cccc2
SANXOV,292.9,[O-][N+](=O)c1ccc(cc1)[C@H]1Nc2ccccc2[C@H]2[C@@H]1CCO2
SAPFUN,312.6,Nc1ccc(cc1/N=C/c1ccc(cc1)N(C)C)[N+](=O)[O-]
SAPGAS,263.7,CCOC(=O)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-]
SAQVAG,290.6,C[C@H]1CC=CC(=O)N1C(=O)c1ccc(cc1)[N+](=O)[O-]
SAQVIS,294.4,CN(c1ccc(cc1)c1nc2c(o1)ccc(c2)[N+](=O)[O-])C
SAQYAK,278.1,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@H]1[C@H]2C=C[C@H]3[C@@H]1[C@H]3C2
SAQZAK,170.5,[O-][N+](=O)Cn1nnc(n1)[N+](=O)[O-]
SASMEH,292.4,CCN1C(=O)/C(=N\Nc2ccc(cc2O)[N+](=O)[O-])/C(=C(C1=O)C#N)C
SATRIO,186.7,CC(=O)NCN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])CNC(=O)C
SATROU,155.1,COC(N([N+](=O)[O-])C)N([N+](=O)[O-])C
SAWBOH,249.4,[O-][N+](=O)c1cc(cc(c1C(=O)N)[N+](=O)[O-])[N+](=O)[O-]
SAWBUN,256.8,[O-][N+](=O)c1cc(cc(c1C(=O)O)[N+](=O)[O-])[N+](=O)[O-]
SAWFUS,299.5,COC(=O)/C(=N\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
SAWMIO,281.1,[O-][N+](=O)c1onc2c1CCCC2=O
SAWMUA,278.3,[O-][N+](=O)c1onc2c1[C@@H]1CO[C@@H](O1)C2=O
SAWNAH,274.2,[O-][N+](=O)c1cc(no1)C(=O)OC
SAWNEL,273.8,O=C(c1noc(c1)[N+](=O)[O-])OCc1ccccc1
SAXBUR,276.3,[O-][N+](=O)c1c(onc1c1ccccc1)c1ccccc1
SAZJIN,310.7,CCOc1ccc(cc1OC)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
SAZPER,297.4,[O-][N+](=O)c1ccc2c(c1)N[C@@H](C(=N2)c1ccccc1)c1ccccc1
SEBHIQ,274.7,CN(c1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-])C
SECHIT,277.2,COC(=O)[C@@H](C(C)C)NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
SECJER,239.3,Cc1ccc(cc1)C(=O)Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SECSOK,288.8,[O-][N+](=O)c1cccc(c1)n1nc(cc1N)C(C)(C)C
SECVOL,166.5,[O-][N+](=O)N1CCCN(C1C1N(CCCN1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SECVON,263.3,N#C/C(=C\c1cc2OCOc2cc1[N+](=O)[O-])/C(=O)OC
SEDMIZ,299,[O-][N+](=O)c1ccc(cc1)/C=N/N(c1ccccc1)c1ccccc1
SEDTUQ03,285,NC(=C([N+](=O)[O-])[N+](=O)[O-])N
SEFPEY,294.5,Cc1cc(nc(c1)C)NC(=O)[C@@H](c1ccc(cc1)[N+](=O)[O-])C
SEGFAL,264.9,[O-][N+](=O)c1nn(c(n1)[N+](=O)[O-])C
SEGRUR,281.9,Nc1nccc(c1)[N+](=O)[O-]
SEGSEC,137.1,CO[C@@H]1O[C@H](CO[N+](=O)[O-])[C@H]([C@@H]([C@H]1O)O[N+](=O)[O-])O[N+](=O)[O-]
SEJNEA,234.5,CC(N(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(C)C)C
SEKGUL,211.8,CC(=O)NC(CC([N+](=O)[O-])(C)C)(C)C
SEKHEW,206.1,C#[N+]C(CC([N+](=O)[O-])(C)C)(C)C
SEKJAU,296.6,CC1(C)NC(NC(C1)(C)C)c1ccc(cc1)[N+](=O)[O-]
SEKJEY,207.6,CC([N+](=O)[O-])(CC([N+](=O)[O-])(C)C)C
SEMXAJ,224.4,COc1c([N+](=O)[O-])c(C)c(cc1C(C)(C)C)[N+](=O)[O-]
SENHID,272.9,COC(=O)c1cc(ncc1[N+](=O)[O-])Nc1ccccc1
SERMUZ,290.8,CCOC(=O)c1n[nH]c2c1ccc(c2)[N+](=O)[O-]
SESSIT,312.9,CC1=NN([C@@H](C1)c1ccco1)c1ccc(cc1)[N+](=O)[O-]
SEZVEZ,287.9,C[C@@H](C(=O)OCc1ccc(cc1)[N+](=O)[O-])C(=O)Nc1ccccc1
SICNUN,132,OC(=O)CN(c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SIDQEB,289.1,Oc1ccc2c(c1/C=N/c1cccc(c1)[N+](=O)[O-])cccc2
SIDVOQ,309.7,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc(c(c1)O)O
SILTOW01,286.2,O=C(Nc1cccc(c1)[N+](=O)[O-])Nc1cccc(c1)[N+](=O)[O-]
SIMFAW,280.2,[O-][N+](=O)c1ccc2c(c1)nc(oc2=O)c1ccccc1
SIMGUR,210.8,[O-][N+](=O)/N=C/1\NCCN1CCC(=O)c1ccccc1
SIMYIX,309.1,[O-][N+](=O)c1ccc(cc1)N/N=C/c1ccc2c(c1)OCO2
SINBEX,267.3,CCOC(=O)c1c(C)nc(c(c1N)C#N)Oc1ccccc1[N+](=O)[O-]
SINHON,291.2,[O-][N+](=O)c1ccc(cc1)/C=C\c1ccc(cc1)[N+](=O)[O-]
SINRUC,291.9,O=Cc1cccn1c1ccc(cc1)[N+](=O)[O-]
SINZEW,293,O=C(c1cc(O)cc(c1)O)N/N=C/c1ccc(cc1)[N+](=O)[O-]
SIRXAS,104.4,[O-][N+](=O)[C@]1(C)C=C[C@@](c2c1cccc2)(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
SIRXOG,291.3,Cc1ccc(cc1)/N=C(\c1ccc(cc1)[N+](=O)[O-])/c1ccccc1
SIRXUM,292.4,Cc1ccc(cc1)/N=C(/c1ccc(cc1)[N+](=O)[O-])\c1ccccc1
SITHEK,239.4,[O-][N+](=O)c1cc(ccc1[N+](=O)[O-])n1cncn1
SITKAI,264.9,N#Cc1c(cccc1C#N)Oc1ccccc1[N+](=O)[O-]
SITLUF,293.3,COc1cc(/C=N/N=C/c2ccc(cc2)[N+](=O)[O-])ccc1O
SITPIW,234.6,N#[N+]/N=C/1\N=C[N+](=N1)c1ncc(cc1[N+](=O)[O-])[N+](=O)[O-]
SITPOC,290.4,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])N
SITPUI,247.4,COc1ccc(c(c1[N+](=O)[O-])n1cncn1)[N+](=O)[O-]
SITQAP,257.4,[O-][N+](=O)c1cc(n2cncn2)c(c(c1)[N+](=O)[O-])C
SITQET,245.3,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1n1cncn1)C
SITQIX,250.2,Cc1c(cc(cc1[N+](=O)[O-])n1ncnc1)[N+](=O)[O-]
SITQUJ,240.9,COc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])n1cncn1
SITRAQ,257.5,COc1cc(n2cncn2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIYWIH,309,Nc1cc(N)c(cc1[N+](=O)[O-])[N+](=O)[O-]
SIZLUL,311.6,COc1ccc(c(c1)[N+](=O)[O-])NCc1ccccc1
SOBFOE,143.3,O=C1N[C@H]2[C@@H](N1[N+](=O)[O-])N([N+](=O)[O-])[C@@H]1[C@H](N2[N+](=O)[O-])N(C(=O)N1)[N+](=O)[O-]
SOBGAR,139.9,[O-][N+](=O)N1[C@@H]2NC(=O)N([C@@H]2N([C@H]2[C@@H]1NC(=O)N2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
SOBWAI,174.3,[O-][N+](=O)/C(=C/c1ccccc1)/C1=[N+]([O-])O[C@@H](C1)c1ccccc1
SOBWEM,228.8,[O-][N+](=O)/C(=C\C1=[N+]([O-])O[C@@H](C1)c1ccccc1)/c1ccccc1
SOGDAU,304.8,C/C(=N\Nc1ccc(cc1)[N+](=O)[O-])/c1nccnc1
SOGVOZ,276.9,CN1NC(C)(C)n2c(C1=O)c(nc2)[N+](=O)[O-]
SOHRUC,265.7,[O-][N+](=O)C1=CC(=[N+]([O-])[O-])C=c2c1cc(c[n+]2=O)c1ccccc1
SOJGED01,302.1,[O-][N+](=O)c1ccc(o1)/C=N\O
SOLTAP,295.7,O=C1C=CC=C/C/1=C/Nc1cc(ccc1O)[N+](=O)[O-]
SONBUS,288.4,COc1nccnc1/C=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
SONDEE01,308.3,NC(=O)OCc1ncc(n1C)[N+](=O)[O-]
SOPZIG,291.1,Cc1nccn1c1ccc(cc1)[N+](=O)[O-]
SOPZOM,292.3,Cc1cn(c(n1)C)c1ccc(cc1)[N+](=O)[O-]
SOPZUS,291.2,CCc1nccn1c1ccc(cc1)[N+](=O)[O-]
SORBAC,290.3,[O-][N+](=O)c1ccc(cc1)n1ccnc1c1ccccc1
SORBEG,296.4,[O-][N+](=O)c1ccc(cc1)n1cccn1
SORBUW,296.1,[O-][N+](=O)c1ccc(cc1)n1cccc1
SORYEE01,244.2,CN(c1ccc(c2c1c(ccc2[N+](=O)[O-])N(C)C)[N+](=O)[O-])C
SOSYAC,318.1,C[C@@H](Cn1c(C)ncc1[N+](=O)[O-])OC(=O)c1ccccc1C(=O)O
SOWXUX,282.5,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Nc1ccccc1)non2
SOXNEA,285.2,[N-]=[N+]=CC(=O)c1cccc(c1)[N+](=O)[O-]
SOYRUU,303.7,COC(=O)c1ccc(c(c1)[N+](=O)[O-])Nc1ccccc1
SOZVOU,293.5,[O-][N+](=O)c1ccc(cc1)[C@]1(C)Nc2cccc3c2C(=N1)C=CC3=O
SUBWIV,290.7,N#CC(=NNc1ccc(cc1)[N+](=O)[O-])C#N
SUDFOM,204.2,[O-][N+](=O)[C@@H]1Oc2c([C@H]1c1ccccc1)c(=O)[nH]cn2
SUGFOP,170.6,O[C@H](C([N+](=O)[O-])[N+](=O)[O-])[C@H](C([N+](=O)[O-])[N+](=O)[O-])O
