ID,Density(g/cm^3),smiles
MINPEF,1.291,Cc1ccc(c(c1)C)/N=C/c1cccc(c1)[N+](=O)[O-]
MIQNOP,1.4079,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H]1C[C@H]2C[C@@H]1c1c2cccc1
MIYDII,1.5186,OC(=O)[C@@H]1CCCN/C(=N/[N+](=O)[O-])/N1
MNABTZ10,1.4073,C[n+]1nc([N-]c2ccccc2[N+](=O)[O-])c2c(n1)cccc2
MNETAM01,1.3177,CN(/C=C/[N+](=O)[O-])C
MNHCHA,1.6539,[O-][N+](=O)[C@@]12C[C@@H]1[C@]1(C[C@H]1C[C@@]2(O)C(=O)O)[N+](=O)[O-]
MNIANL05,1.438,Nc1cccc(c1)[N+](=O)[O-]
MNIMET,1.4497,OCCn1c(C)ncc1[N+](=O)[O-]
MNIPZN,1.429,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C/1\C(=O)C=Cc2c1cccc2
MNPMAL01,1.5611,O=C(Nc1cccc(c1)[N+](=O)[O-])/C=C\C(=O)O
MNQUON10,1.5946,COc1cc([N+](=O)[O-])c2c(c1=O)ccc[nH]2
MOCJUK01,1.7926,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MODPOL,1.5228,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1
MOHZEQ,1.3783,Cc1ccc(cc1)N/N=C\1/C(=NN(C1=O)c1cccc(c1)[N+](=O)[O-])C
MOKLAA,1.2902,CNC(=O)Oc1cc(ccc1OC(C)C)[N+](=O)[O-]
MOLFID,1.2411,O=C1C=CC(=C/C/1=C/NCCN1CCCCC1)[N+](=O)[O-]
MOMHAZ,1.4918,[O-][N+](=O)c1ccc(cc1)c1nnn2c1COCc1c2cccc1
MONLAE,1.5111,[O-][N+](=O)c1ccc(cc1)/N=C/1\OC(=O)c2c3c1cccc3ccc2
MOPHIK,1.4062,O=C(c1cc(cn1C)[N+](=O)[O-])N/N=C/c1ccccc1
MOQNIQ,1.3025,[O-][N+](=O)C[C@@H]([C@@]1(N=C(C(=O)O1)C)c1ccccc1)c1ccccc1
MOSLUC,1.4183,COc1ccc(cc1)/N=C/c1cc(ccc1O)[N+](=O)[O-]
MOTJOU,1.3627,COc1ccc(cc1)N([N+](=O)[O-])C
MOZLUJ,1.2447,CCCNC(=O)c1ccccc1[N+](=O)[O-]
MTNANL,1.7315,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
MTNOAN10,1.5762,CC(=O)N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C
MUBGUM,1.3724,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-]
MUBKEA,1.4211,O=C([C@H]1O[C@H]1c1ccc(cc1)[N+](=O)[O-])Nc1ccccc1
MUBROR,1.3849,[O-][N+](=O)c1ccc(cc1)COc1ccc2c(c1)cccn2
MUCGUN,1.5733,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-]
MUDWEO01,1.4023,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1Nc1ccccc1)Nc1ccccc1
MUDYOA,1.5049,Oc1ccc(c(c1)O)/C=N/Nc1ccc(cc1)[N+](=O)[O-]
MUFJOO,1.4955,O=Cc1c(ccc2c1cccc2)Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
MUFKUV,1.4803,[O-][N+](=O)c1cc(ccc1Oc1ccc2c(c1)cccc2)[N+](=O)[O-]
MUGNUX01,1.9868,[O-][N+](=O)N1[C@@H]2O[C@H]3O[C@@H]2N([C@H]2[C@@H]1O[C@@H]3O2)[N+](=O)[O-]
MUGSEM,1.4122,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-]
MUGTAJ,1.3794,O=C1Cc2ccccc2[C@H](N1)c1cccc(c1)[N+](=O)[O-]
MUJKEH,1.4464,O=C(c1ccncc1)N/N=C/c1cccc(c1)[N+](=O)[O-]
MUKCAX,1.6494,[O-][N+](=O)c1cccc2c1[nH]nc2O
MULGUW,1.3576,Cc1nc(c(n1C)[N+](=O)[O-])/C=C/c1ccccc1
MUTSAW,1.4747,OCCN1CCN/C/1=C\[N+](=O)[O-]
MUYLAT,1.4105,Cc1cc(C)n(c(=O)n1)c1cccc(c1)[N+](=O)[O-]
MUZNEC,1.5429,[O-][N+](=O)c1n[nH]nc1C
NABMIM,1.6208,OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NABMOS,1.688,[O-][N+](=O)N1CCN(C1)[N+](=O)[O-]
NABMUY,1.7417,CC([N+](=O)[O-])([N+](=O)[O-])CN([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C
NACXEU01,1.9592,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@]42[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
NAGGOU,1.5617,[O-][N+](=O)c1ccc(cc1)n1cnnn1
NANGIT,1.4207,[O-][N+](=O)[C@@]12[N-][N+](=O)C([C@]2(CC(C1)(C)C)[N+](=O)[O-])(C)C
NANILI29,1.4571,Nc1ccc(cc1)[N+](=O)[O-]
NANVED,1.429,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N
NAPHAP,1.7951,N#[N+]/N=C/1\N=[NH+]/C(=N\[N+](=O)[O-])/N1
NAPHUK,1.5556,[O-][N+](=O)/C=C/C=C/[N+](=O)[O-]
NAPJIA,1.4187,C/C(=C\C=C(\[N+](=O)[O-])/C)/[N+](=O)[O-]
NAPXEK,1.3073,[O-][N+](=O)c1ccc(cc1)c1nnn(c1C)C(=C)c1ccccc1
NAQSUW,1.4957,Nc1cc(ccc1c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-]
NASXEN,1.4235,O=C1OC2(CCCCC2)OC(=O)C1=CNc1ccccc1[N+](=O)[O-]
NATHAS,1.5178,COc1cccc(c1)/C(=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/C
NAWPUW,1.5793,[O-][N+](=O)c1cc(cc(c1N1CCCC1)[N+](=O)[O-])[N+](=O)[O-]
NAWQAD,1.5973,[O-][N+](=O)c1cc(cc(c1N1CCOCC1)[N+](=O)[O-])[N+](=O)[O-]
NAWQEH,1.5297,[O-][N+](=O)c1cc(cc(c1N1CCCCC1)[N+](=O)[O-])[N+](=O)[O-]
NAYNUX01,2.0142,[O-][N+](=O)N1[C@@H]2O[C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2O[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-]
NAYPAF,1.9671,[O-][N+](=O)N1[C@H]2O[C@H]3[C@@H]1N([N+](=O)[O-])[C@H]1O[C@@H]2N([N+](=O)[O-])[C@H]1N3[N+](=O)[O-]
NBARBA,1.8682,[O-][N+](=O)c1c(O)[nH]c(=O)[nH]c1=O
NBCBRE10,1.4558,N#C[C@@H]1[C@H]2C[C@H]3[C@@H]1C=C[C@H]3[C@@H]2OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
NBFURX,1.6876,O/N=C/1\Oc2c(C1=O)cc(cc2)[N+](=O)[O-]
NBZMAA,1.3181,CN(c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])C
NEDCAA,1.4634,[O-][N+](=O)c1ccc(cc1)N/C=N/c1ccc(cc1)[N+](=O)[O-]
NEDDOP,1.5908,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c2c1ncnc2N)[N+](=O)[O-]
NEDSEU,1.4161,CN1C[C@]2(CC=C[C@@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
NEGKES,1.2707,[O-][N+](=O)c1ccccc1n1nc(cc1N)C(C)(C)C
NEHPOG,1.5008,COc1ccc(cc1)/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
NEMLIA,1.4429,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O
NEQGOH,1.4507,COc1ccc(c(c1)Nc1ncnc2c1cc(cc2)[N+](=O)[O-])OC
NEQSIN,1.3545,N#Cc1cc(ccc1/N=C/N(C)C)[N+](=O)[O-]
NEZBIE,1.5034,COc1ncc(c2c1[nH]cc2)OC(=O)c1ccc(cc1)[N+](=O)[O-]
NHANTQ,1.7145,Oc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1[N+](=O)[O-])[N+](=O)[O-]
NHMENT,1.5074,OC[C@@H]1C[C@@]2(N[C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])[N+](=O)[O-]
NHPYOX10,1.256,C[C@H]1C[C@H]2CCCCN2[C@H](O1)c1ccc(cc1)[N+](=O)[O-]
NIAMBP,1.3239,Nc1ccc(cc1)c1ccccc1[N+](=O)[O-]
NIBBEI,1.4688,O=C1OC2(CCCC2)OC(=O)C1=CNc1cccc(c1)[N+](=O)[O-]
NIEQIN,1.2727,CCOc1cc([N+](=O)[O-])c2c(c1)C(=CC(N2)(C)C)C
NIHBOX,1.3479,O=C1/C(=C/2\C=CC(=[N+]([O-])[O-])C=C2)/[N+](=O)[C@](N1C)(C)C(C)C
NIKTEH,1.4729,[O-][N+](=O)c1cccc(c1)c1nc2ccccc2nc1c1cccc(c1)[N+](=O)[O-]
NIKVAF,1.3495,CO[C@H](c1ccc(cc1)[N+](=O)[O-])Nc1ccccn1
NILZAM,1.4563,CCOC(=O)c1noc(c1)CO[N+](=O)[O-]
NIMFOE,1.8072,[O-][N+](=O)c1c[nH]c(=O)[nH]c1=O
NINQEI,1.4797,CNC1=C([N+](=O)[O-])[C@H](C2=C(O1)CCCC2=O)c1ccc(cc1)[N+](=O)[O-]
NIPCIM,1.502,[O-][N+](=O)c1ccc(cc1)N=C=Nc1ccc(cc1)[N+](=O)[O-]
NIPFUP,1.4697,[O-][N+](=O)c1ccc(o1)/C=C/C(=O)c1ccccc1[N+](=O)[O-]
NIPHAZ,1.5736,N#[N+][N-]c1ccc(cc1)[N+](=O)[O-]
NIPPAG,1.4038,CCN1C(=O)/C(=N\Nc2cccc(c2)[N+](=O)[O-])/C(=C(C1=O)C#N)C
NIPYAZ,1.5853,[O-][N+](=O)n1cccn1
NIQTUD,1.49,O=C(Oc1ccc(cc1)[N+](=O)[O-])CCC(=O)Oc1ccc(cc1)[N+](=O)[O-]
NISGEB,1.4998,[O-][N+](=O)C(CCc1nnn[nH]1)(CCc1nnn[nH]1)CCc1nnn[nH]1
NITBAL02,1.5081,O/N=C/c1ccc(cc1)[N+](=O)[O-]
NIVPAJ,1.5364,OCc1ccc(c(c1)N)[N+](=O)[O-]
NIWROB03,1.4626,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)[N+](=O)[O-]
NIZCAA,1.4216,Cc1cccc(n1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NMALAM,1.7801,N/C(=C(/C(=O)N)\[N+](=O)[O-])/O
NMBYAN,1.311,Cc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
NMBZAX,1.4711,C[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1
NMBZYA01,1.3595,COc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
NMHXNT,1.5811,OC[C@@H]1C[C@@]2(N([C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])O)[N+](=O)[O-]
NMZNON01,1.4492,CN1C[C@@]2(CC(=O)C[C@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
NNAPAN10,1.7771,O=C1OC(=O)c2c3c1ccc(c3c(cc2)[N+](=O)[O-])[N+](=O)[O-]
NNAPMP,1.4353,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Oc1c(C)cccc1C)cccc2
NNTSED10,1.6405,O=[N+]([N+](=O)CC[N+](=O)[O-])CC[N+](=O)[O-]
NOACTD,1.5922,[O-][N+](=O)CC(=O)N
NOEURA,1.8612,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NOFBEP,1.3329,CNC(=C([N+](=O)[O-])C=C1C(=O)CC(CC1=O)(C)C)NC
NOFLUP,1.3237,O[C@@H](c1ccccc1)CNc1ccc(cc1)[N+](=O)[O-]
NOGCIX,1.3292,C/C(=C\C#Cc1nc(n(c1[N+](=O)[O-])C)C)/c1ccccc1
NOHCAQ,1.356,CN1C=C(c2ccccc2)[C@H](NC1=O)c1ccc(cc1)[N+](=O)[O-]
NOHTAZ,1.5803,C[C@@H]1N([N+](=O)[O-])[C@H](C)N([C@@H](N1[N+](=O)[O-])C)[N+](=O)[O-]
NOLHIG,1.3714,COC(=O)c1n(c2ccc(cc2)[N+](=O)[O-])c(c2c1cccc2)C
NOMBEA01,1.6576,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])C(=O)O
NOPHKN,1.4736,O=C(c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-]
NOQVUL,1.385,Cc1ccc(o1)/C=N/c1cccc(c1)[N+](=O)[O-]
NORPUG,1.431,CC(COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
NOSLIQ,1.5837,[O-][N+](=O)OCC1(COC(=N1)c1cccnc1)CO[N+](=O)[O-]
NOSNUE,1.4539,[O-][N+](=O)OCCOC(=O)c1cccnc1
NOTRAP,1.3709,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1)[N+](=O)[O-]
NPASPG,1.6299,NC(=O)C[C@H](C(=O)O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NPBUDY,1.4426,[O-][N+](=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)[N+](=O)[O-]
NPHDZA,1.2645,CC/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C
NPHDZB,1.4636,CC/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NPNFPR,1.5228,O=C(c1ccc(cc1)[N+](=O)[O-])/C=C/c1ccc(o1)[N+](=O)[O-]
NPYRAM,1.5317,[O-][N+](=O)c1cccnc1NCNc1ncccc1[N+](=O)[O-]
NTBYPY,1.4598,[O-][N+](=O)c1cc(ccc1Cc1ccncc1)[N+](=O)[O-]
NTBZAM01,1.5891,NC(=O)c1ccc(cc1)[N+](=O)[O-]
NTPYRO11,1.5644,[O-][n+]1ccc(cc1)[N+](=O)[O-]
NUCDEW,1.3695,N#CC([C@@]1(C[N+](=O)[O-])C(=O)Nc2c1cc(C)cc2)C#N
NUDLIH,1.311,CC[NH+](Cc1cc(ccc1[O-])[N+](=O)[O-])CC
NUKBOK,1.2473,[O-][N+](=O)c1ccc2c(c1)C(C)(C)NC2(C)C
NULGEI,1.3126,[O-][N+](=O)[C@H]1C(=O)NC(=C[C@@H]1c1ccccc1)c1ccccc1
NUMXAV,1.7508,CNC(=C([N+](=O)[O-])[N+](=O)[O-])N
NUNCOO,1.2021,OC[C@@H](c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
NUPJAJ,1.5295,COc1ccc2c(c1[N+](=O)[O-])c([N+](=O)[O-])c(cc2)OC
NUPMES,1.412,[O-][N+](=O)c1ccc(cc1)/N=C/c1ccccn1
NUPYON,1.4591,COc1cc(cc(c1O)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
NUQJEP,1.4502,O/N=C/c1cccc(c1)[N+](=O)[O-]
NUQPOF,1.8412,O=C1c2c(cc(c(c2C(=O)c2c1c(cc(c2O)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
NUQRUN,1.4342,O=C(c1ccccc1[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
NUQZIJ01,1.4922,Nc1ccc(cc1N/C=C/1\C(=O)C=Cc2c1cccc2)[N+](=O)[O-]
OBOKIC,1.4394,Oc1ccc(cc1/C=N/c1ccc(cc1)Nc1ccccc1)[N+](=O)[O-]
OBUJAY,1.4419,COc1ccccc1/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C
OBUWUF,1.4338,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
OBUXOA,1.2953,CCCNc1ccc(cc1[N+](=O)[O-])C#N
OCALEL,1.336,C/C(=N\NC(=O)c1ccccc1[N+](=O)[O-])/c1ccccn1
OCALOU,1.3919,CC(=O)NCCNc1ccc(cc1)[N+](=O)[O-]
OCAYID,1.3245,[O-][N+](=O)C(c1ccnc(n1)c1ccccc1)(C)C
OCEHEL,1.5316,N#CC(=Cc1cc2OCOc2cc1[N+](=O)[O-])C#N
OCEKIS,1.3737,CCOc1ccccc1N/N=N/c1cccc(c1)[N+](=O)[O-]
OCHTET18,1.903,[O-][N+](=O)N1CN(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
OCOMOK,1.4114,OC(=O)CCNc1ccc(cc1)[N+](=O)[O-]
OFAHAH,1.636,[O-][N+](=O)[C@]12[C@H]3C[C@H]4C[C@@H]2[C@@]([N+](=O)[N+]1=O)([C@@H](C3)C4)[N+](=O)[O-]
OFOMAX,1.3732,O=C(c1ccc(cc1)[N+](=O)[O-])OCCn1ccc2c1cccc2
OGENIY01,1.4376,O=C(c1cccc(c1)[N+](=O)[O-])Nc1cccc2c1nccc2
OGEPUM01,1.4773,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccc2c1nccc2
OJAREW,1.489,CO[C@@]12[C@@H]3O[C@@H]3CN1c1c(C2=O)cc(cc1)[N+](=O)[O-]
OJARIA,1.5527,CO[C@@]12[C@H]3O[C@H]3CN2c2c(C1=O)cccc2[N+](=O)[O-]
OJIJOG,1.4328,[O-][N+](=O)c1cc(ccc1NN=C1CCCCC1)[N+](=O)[O-]
OJIRIJ,1.4197,COc1ccc(c(c1)[N+](=O)[O-])c1cnc2c(n1)cccc2
OJOLAC,1.4862,O=NC1(COC(OC1)(C)C)[N+](=O)[O-]
OJUNEM,1.2164,CN(/N=C(/c1ccc(cc1)[N+](=O)[O-])\C=N\N(C)C)C
OJUNUC,1.2571,CN(/N=C/C(=N\N1CCCC1)/c1ccc(cc1)[N+](=O)[O-])C
OLIHIA,1.4091,COC(=O)/C(=C/C(=O)OC)/Nc1ccccc1[N+](=O)[O-]
OLIHUM,1.5622,COC(=O)c1cc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
OLIJEY,1.2913,COC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)[N+](=O)[O-]
OLOHEC,1.5038,O=C1C=CC=C/C/1=C/Nc1ccc(cc1O)[N+](=O)[O-]
OMITIP,1.4744,OC[C@H]1O[C@H](C[C@@H]1O)n1nnc(c1)c1ccc(cc1)[N+](=O)[O-]
OMIWEM,1.5634,[O-][N+](=O)C1=[N+]2C=CC=[N+]2C=C1
OMOBOH,1.4636,CCOC(=O)c1cn(nc1C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
OMOTEP,1.5253,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc2c1cccc2[N+](=O)[O-]
OMOTIT,1.5599,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1nc2c(c1)c(ccc2)[N+](=O)[O-]
OMUXEB,1.2972,O=Cc1cc(cc(c1[O-])C[N+](CC)(CC)CC)[N+](=O)[O-]
ONABAH,1.4612,[O-][N+](=O)c1ccccc1Nc1nnc(o1)c1ccccc1
ONABEL,1.3125,N#CC(=C(c1ccc(cc1)OC)/C=C/c1ccccc1[N+](=O)[O-])C#N
ONBZAM,1.4406,[O-][N+](=O)c1ccccc1C(=O)N
ONITAN02,1.4606,[O-][N+](=O)c1ccccc1N
ORAWAG,1.6941,COc1c([N+](=O)[O-])c(OC)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
OROYUR,1.4492,COc1ccc(c(c1)[N+](=O)[O-])C#N
OSIDEB,1.4841,O=C(c1ccc(cc1)[N+](=O)[O-])OCN1C(=O)c2c(C1=O)cccc2
OTENEI,1.4265,COc1cc(ccc1C(=O)Nc1ccccc1n1cccn1)[N+](=O)[O-]
OTOFIN,1.5235,Nc1cc(ccc1C)Nc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
OVUYEL,1.2369,Cc1ccc(cc1)/C(=C\[N+](=O)[O-])/N1CCCCC1
OWUQEE,1.4117,Oc1ccc(cc1/C=N/c1ccccc1)[N+](=O)[O-]
OWUYOW02,1.7503,[O-][N+](=O)N(c1nonc1c1nocn1)CCN(c1nonc1c1nocn1)[N+](=O)[O-]
OXIMOZ,1.4314,CCOC(=O)c1c(C)[nH]c(c1O)c1ccc(cc1)[N+](=O)[O-]
OXINEQ,1.5107,N#Cc1c2CCCCC(c2nc(c1C#N)O)([N+](=O)[O-])[N+](=O)[O-]
OXIRUK,1.4877,[O-][N+](=O)c1nn(cn1)CC#C
OXISEV,1.5043,[O-][N+](=O)c1nn(cn1)C=C
OXONOG,1.8795,O=[N+](c1nonc1N[N+](=O)[O-])[N-]c1nonc1/N=N/c1nonc1[N-][N+](=O)c1nonc1N[N+](=O)[O-]
OZAZEV,1.4459,COCc1c(C#N)c(NN)nc(c1[N+](=O)[O-])C
PABBOJ,1.7559,[O-][N+](=O)c1cc(cc(c1n1nnc2c1c(cc(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PABHAB01,1.7112,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1c(C)nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-]
PABPIR,1.2601,CN(CCCNc1ccnc2c1cccc2[N+](=O)[O-])C
PABPUD,1.3087,CN(CCCNc1c(cnc2c1cccc2)[N+](=O)[O-])C
PADQUJ,1.2981,[O-][N+](=O)C[C@H](c1c(N)n(C)c(=O)n(c1=O)C)c1ccccc1
PADZAX,1.4608,[O-][N+](=O)c1ccc(cc1)NN=C1c2cccnc2c2c1cccn2
PAGNUJ,1.7302,[O-][N+](=O)c1ncn(c1)c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
PAGPOF,1.5248,[O-][N+](=O)c1c(NC(C)(C)C)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
PAGPUL,1.7496,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAGQAS,1.7008,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAHBEG,1.4332,[O-][N+](=O)c1ccc(cc1)/C=N/CC/N=C/c1ccc(cc1)[N+](=O)[O-]
PAMGIT,1.2962,N#CC(C(c1ccccc1)(C)C)(/N=N/c1ccc(cc1)[N+](=O)[O-])C#N
PAMNIA,1.4612,O=C1CCCN1c1cccc(c1)[N+](=O)[O-]
PAMQAW,1.4609,[O-][N+](=O)C1(CCCCCCc2c1cno2)[N+](=O)[O-]
PANJOE,1.34,[O-][N+](=O)c1ccc2c(c1)n(CCc1ccccc1)cn2
PANJUK,1.412,O=C(c1cccc(c1)[N+](=O)[O-])CCn1cncn1
PAQZEN,1.246,[O-][N+](=O)c1ccc(cc1)C(c1cccn1C)c1cccn1C
PARPOO,1.389,[O-][N+](=O)c1ccc(nc1C)/N=N/c1ccccc1
PASJUP,1.3132,CC[C@@]([C@@]([N+](=O)[O-])(CC)C)([N+](=O)[O-])C
PAVDOH,1.3744,Cc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
PAVJAY,1.4731,Cc1ccc(cc1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
PAVVEN,1.4605,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1c(ccc2)[N+](=O)[O-]
PAVZET,1.4141,COc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
PAVZIX,1.5487,Nc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
PAWGUR,1.2412,[O-][N+](=O)C(Cc1c[nH]c2c1cccc2)(C)C
PAWVIV,1.8398,[O-][N+](=O)O[C@]12C[C@H]3N([C@@H](C2)N([C@@H](C1)N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAXQUC,1.5195,O=C(c1ccc(cc1)[N+](=O)[O-])C[N-][N+]#N
PAXTAL,1.288,Cc1ccc(cc1)CNc1cccc(c1)[N+](=O)[O-]
PAYBAV,1.4892,CCn1c2ncc(c(=O)n2c2c1cccc2)[N+](=O)[O-]
PECQAS,1.4014,COC(=O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/CC(=O)OC
PEDREY,1.4228,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)C
PELHUL,1.4687,NCCNc1cc(NCCN)c(cc1[N+](=O)[O-])[N+](=O)[O-]
PEMCAM06,1.3119,CN(c1ccc(cc1)/C=C/[N+](=O)[O-])C
PESJIH,1.3456,C/C=N/Nc1ccc(cc1)[N+](=O)[O-]
PESNAF,1.4714,[O-][N+](=O)c1ccc(cc1)n1cnc2c1cccc2
PESQOW,1.3411,Cc1cccc(c1)c1nc2c(n1c1ccc(cc1)[N+](=O)[O-])cccc2
PEVQIR,1.5018,[O-][N+](=O)c1ccc(cc1)Oc1ccccc1Oc1ccc(cc1)[N+](=O)[O-]
PEXKEI,1.3275,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N[C@]2(C)c2c1cccc2
PEZPIV,1.488,Cc1nn2c(n1)n(nc2c1ccc(cc1)[N+](=O)[O-])C(=O)C
PICFOW,1.35,C/C(=C/C(=O)C)/Nc1ccc(cc1)[N+](=O)[O-]
PICNEX,1.7742,N#[N+][N-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PICRAC17,1.789,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O
PICRIC,1.5314,O=c1ccc2c(cc1)c(nn2c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
PIGLOI,1.7603,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PIGSEF,1.8422,[O-][N+](=O)c1nc(cn1c1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
PIGSIJ,1.8019,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PIGSOP,1.7477,[O-][N+](=O)c1nc(cn1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PIGSUV,1.8275,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PILGEX,1.3879,COc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
PILGID,1.3156,[O-][N+](=O)c1ccc(cc1)c1nc2n(c1NC(C)(C)C)ccnc2
