ID,DetoT(K),smiles,DetoT
MEDNEQ,2122,[O-][N+](=O)c1cc2n3c(n[nH]c3=O)COc2c(c1)[N+](=O)[O-],2.122
MEDNIU,1751,[O-][N+](=O)c1cc2n3c(COc2c(c1)[N+](=O)[O-])nn(c3=O)/C(=C(/O)\C)/C(=O)C,1.751
MEGMIV,1255,O[C@H]1CCN(C1)/C(=N/C(=O)OCc1ccc(cc1)[N+](=O)[O-])/C,1.255
MEKRAV,1156,O=C1NC(=C([C@@H](C1)c1cccc(c1)[N+](=O)[O-])C(=O)C)C,1.156
MEMDIS,1521,[O-][N+](=O)c1ccc(cc1)C1=CO[C@@H]2O[C@H]1OC=C2c1ccc(cc1)[N+](=O)[O-],1.521
MENBEN,1499,[O-][N+](=O)c1ccccc1/C=N/c1ccccc1,1.499
MENFXN,4447,[O-][N+](=O)C1=C(C)[N+](=O)O[N-]1,4.447
MENOIM,2379,[O-][N+](=O)c1c[nH]c(n1)C,2.379
MENPND10,2074,COC(=O)C(=NNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)OC,2.074
MENPPO,1193,O=C1C[C@@H](C(=O)N1C)c1ccccc1[N+](=O)[O-],1.193
MEPFOD,1388,CCN(CCN/C=C\1/C=C(C=CC1=O)[N+](=O)[O-])CC,1.388
MEPQAA,2063,[O-][N+](=O)c1ccc(c2c1non2)NCCc1ccccn1,2.063
MEQVIO,1232,CCc1ccc(nc1)CCOc1ccc(cc1)[N+](=O)[O-],1.232
MERMEE,3414,N#[N+][N-]C1=C([N+](=O)[O-])/C(=N/[N+]#N)/C(=[N+]\2/N=CN=C2)/C(=C1[N+](=O)[O-])[N-][N+]#N,3.414
MERMOO,2361,[O-][N+](=O)c1c(n2cncn2)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N,2.361
MERVEN,2421,[O-][N+](=O)c1c(N)c(n2cncn2)c(c(c1N)[N+](=O)[O-])N,2.421
METNAM01,4514,CN([N+](=O)[O-])C,4.514
MEWLIL,1436,C=CCn1c(=O)[nH]c2c1ccc(c2)[N+](=O)[O-],1.436
MEWSAK,4609,[O-][N+](=O)C(CO[N+](=O)[O-])CO[N+](=O)[O-],4.609
MEWTUF,1499,OC[C@@]1(CN(C[C@@H]1c1ccc(cc1)OC)C)[N+](=O)[O-],1.499
MICMAM,2469,CCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.469
MICMEQ,2379,CCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.379
MICMIU,2263,CCCCCNc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.263
MIFWOO,1284,O=C1Nc2n[nH]c(c2[C@@H](C1)c1ccc(cc1)[N+](=O)[O-])C,1.284
MIMPOQ,2052,[O-][N+](=O)C[C@H]1ON=C(C1)c1ccccc1,2.052
MIMYUF,953,N#Cc1c(N)nc2c(c1c1ccc(cc1)[N+](=O)[O-])ccc1c2cccc1,0.953
MINHAV,3984,[O-][N+](=O)Nc1nnc2n(n1)cnn2,3.984
MINPAB,1297,Cc1ccc(c(c1)C)/N=C/c1ccccc1[N+](=O)[O-],1.297
MINPEF,1221,Cc1ccc(c(c1)C)/N=C/c1cccc(c1)[N+](=O)[O-],1.221
MIQNOP,1409,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])O[C@@H]1C[C@H]2C[C@@H]1c1c2cccc1,1.409
MIYDII,1956,OC(=O)[C@@H]1CCCN/C(=N/[N+](=O)[O-])/N1,1.956
MNABTZ10,1807,C[n+]1nc([N-]c2ccccc2[N+](=O)[O-])c2c(n1)cccc2,1.807
MNETAM01,3380,CN(/C=C/[N+](=O)[O-])C,3.38
MNHCHA,2255,[O-][N+](=O)[C@@]12C[C@@H]1[C@]1(C[C@H]1C[C@@]2(O)C(=O)O)[N+](=O)[O-],2.255
MNIANL05,1953,Nc1cccc(c1)[N+](=O)[O-],1.953
MNIMET,2168,OCCn1c(C)ncc1[N+](=O)[O-],2.168
MNIPZN,1342,Cc1ccc(c(c1)[N+](=O)[O-])N/N=C/1\C(=O)C=Cc2c1cccc2,1.342
MNPMAL01,1335,O=C(Nc1cccc(c1)[N+](=O)[O-])/C=C\C(=O)O,1.335
MNQUON10,1603,COc1cc([N+](=O)[O-])c2c(c1=O)ccc[nH]2,1.603
MOCJUK01,2977,[O-][N+](=O)c1cc(cc(c1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.977
MODPOL,2252,[O-][N+](=O)c1cc(ccc1C)c1nnn[nH]1,2.252
MOHZEQ,1436,Cc1ccc(cc1)N/N=C\1/C(=NN(C1=O)c1cccc(c1)[N+](=O)[O-])C,1.436
MOKLAA,1367,CNC(=O)Oc1cc(ccc1OC(C)C)[N+](=O)[O-],1.367
MOLFID,1287,O=C1C=CC(=C/C/1=C/NCCN1CCCCC1)[N+](=O)[O-],1.287
MOMHAZ,1451,[O-][N+](=O)c1ccc(cc1)c1nnn2c1COCc1c2cccc1,1.451
MONLAE,942,[O-][N+](=O)c1ccc(cc1)/N=C/1\OC(=O)c2c3c1cccc3ccc2,0.942
MOPHIK,1622,O=C(c1cc(cn1C)[N+](=O)[O-])N/N=C/c1ccccc1,1.622
MOQNIQ,996,[O-][N+](=O)C[C@@H]([C@@]1(N=C(C(=O)O1)C)c1ccccc1)c1ccccc1,0.996
MOSLUC,1363,COc1ccc(cc1)/N=C/c1cc(ccc1O)[N+](=O)[O-],1.363
MOTJOU,2297,COc1ccc(cc1)N([N+](=O)[O-])C,2.297
MOZLUJ,1420,CCCNC(=O)c1ccccc1[N+](=O)[O-],1.42
MTNANL,3532,CN(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.532
MTNOAN10,2676,CC(=O)N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C,2.676
MUBGUM,1635,O=C1C=CC(=C/C/1=C/NCCN1CCOCC1)[N+](=O)[O-],1.635
MUBKEA,1306,O=C([C@H]1O[C@H]1c1ccc(cc1)[N+](=O)[O-])Nc1ccccc1,1.306
MUBROR,1223,[O-][N+](=O)c1ccc(cc1)COc1ccc2c(c1)cccn2,1.223
MUCGUN,1671,O=C(c1ccc(cc1)[N+](=O)[O-])NNC(=O)c1ccc(cc1)[N+](=O)[O-],1.671
MUDWEO01,1560,[O-][N+](=O)c1cc([N+](=O)[O-])c(cc1Nc1ccccc1)Nc1ccccc1,1.56
MUDYOA,1483,Oc1ccc(c(c1)O)/C=N/Nc1ccc(cc1)[N+](=O)[O-],1.483
MUFJOO,1464,O=Cc1c(ccc2c1cccc2)Oc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.464
MUFKUV,1498,[O-][N+](=O)c1cc(ccc1Oc1ccc2c(c1)cccc2)[N+](=O)[O-],1.498
MUGNUX01,2875,[O-][N+](=O)N1[C@@H]2O[C@H]3O[C@@H]2N([C@H]2[C@@H]1O[C@@H]3O2)[N+](=O)[O-],2.875
MUGSEM,1054,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-],1.054
MUGTAJ,1049,O=C1Cc2ccccc2[C@H](N1)c1cccc(c1)[N+](=O)[O-],1.049
MUJKEH,1584,O=C(c1ccncc1)N/N=C/c1cccc(c1)[N+](=O)[O-],1.584
MUKCAX,1794,[O-][N+](=O)c1cccc2c1[nH]nc2O,1.794
MULGUW,1476,Cc1nc(c(n1C)[N+](=O)[O-])/C=C/c1ccccc1,1.476
MUTSAW,2434,OCCN1CCN/C/1=C\[N+](=O)[O-],2.434
MUYLAT,1370,Cc1cc(C)n(c(=O)n1)c1cccc(c1)[N+](=O)[O-],1.37
MUZNEC,3226,[O-][N+](=O)c1n[nH]nc1C,3.226
NABMIM,3505,OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.505
NABMOS,4397,[O-][N+](=O)N1CCN(C1)[N+](=O)[O-],4.397
NABMUY,4188,CC([N+](=O)[O-])([N+](=O)[O-])CN([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C,4.188
NACXEU01,4143,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@]42[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],4.143
NAGGOU,2390,[O-][N+](=O)c1ccc(cc1)n1cnnn1,2.39
NANGIT,2923,[O-][N+](=O)[C@@]12[N-][N+](=O)C([C@]2(CC(C1)(C)C)[N+](=O)[O-])(C)C,2.923
NANILI29,1911,Nc1ccc(cc1)[N+](=O)[O-],1.911
NANVED,1588,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N,1.588
NAPHAP,3941,N#[N+]/N=C/1\N=[NH+]/C(=N\[N+](=O)[O-])/N1,3.941
NAPHUK,3772,[O-][N+](=O)/C=C/C=C/[N+](=O)[O-],3.772
NAPJIA,3265,C/C(=C\C=C(\[N+](=O)[O-])/C)/[N+](=O)[O-],3.265
NAPXEK,1429,[O-][N+](=O)c1ccc(cc1)c1nnn(c1C)C(=C)c1ccccc1,1.429
NAQSUW,1793,Nc1cc(ccc1c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-],1.793
NASXEN,1040,O=C1OC2(CCCCC2)OC(=O)C1=CNc1ccccc1[N+](=O)[O-],1.04
NATHAS,2299,COc1cccc(c1)/C(=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/C,2.299
NAWPUW,2795,[O-][N+](=O)c1cc(cc(c1N1CCCC1)[N+](=O)[O-])[N+](=O)[O-],2.795
NAWQAD,2824,[O-][N+](=O)c1cc(cc(c1N1CCOCC1)[N+](=O)[O-])[N+](=O)[O-],2.824
NAWQEH,2703,[O-][N+](=O)c1cc(cc(c1N1CCCCC1)[N+](=O)[O-])[N+](=O)[O-],2.703
NAYNUX01,3822,[O-][N+](=O)N1[C@@H]2O[C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2O[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-],3.822
NAYPAF,3819,[O-][N+](=O)N1[C@H]2O[C@H]3[C@@H]1N([N+](=O)[O-])[C@H]1O[C@@H]2N([N+](=O)[O-])[C@H]1N3[N+](=O)[O-],3.819
NBARBA,1566,[O-][N+](=O)c1c(O)[nH]c(=O)[nH]c1=O,1.566
NBCBRE10,1609,N#C[C@@H]1[C@H]2C[C@H]3[C@@H]1C=C[C@H]3[C@@H]2OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.609
NBFURX,1912,O/N=C/1\Oc2c(C1=O)cc(cc2)[N+](=O)[O-],1.912
NBZMAA,1450,CN(c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])C,1.45
NEDCAA,1861,[O-][N+](=O)c1ccc(cc1)N/C=N/c1ccc(cc1)[N+](=O)[O-],1.861
NEDDOP,1513,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c2c1ncnc2N)[N+](=O)[O-],1.513
NEDSEU,2725,CN1C[C@]2(CC=C[C@@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-],2.725
NEGKES,1437,[O-][N+](=O)c1ccccc1n1nc(cc1N)C(C)(C)C,1.437
NEHPOG,2324,COc1ccc(cc1)/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-],2.324
NEMLIA,1578,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O,1.578
NEQGOH,1370,COc1ccc(c(c1)Nc1ncnc2c1cc(cc2)[N+](=O)[O-])OC,1.37
NEQSIN,1910,N#Cc1cc(ccc1/N=C/N(C)C)[N+](=O)[O-],1.91
NEZBIE,1193,COc1ncc(c2c1[nH]cc2)OC(=O)c1ccc(cc1)[N+](=O)[O-],1.193
NHANTQ,1435,Oc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1[N+](=O)[O-])[N+](=O)[O-],1.435
NHMENT,2623,OC[C@@H]1C[C@@]2(N[C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])[N+](=O)[O-],2.623
NHPYOX10,1014,C[C@H]1C[C@H]2CCCCN2[C@H](O1)c1ccc(cc1)[N+](=O)[O-],1.014
NIAMBP,1362,Nc1ccc(cc1)c1ccccc1[N+](=O)[O-],1.362
NIBBEI,1098,O=C1OC2(CCCC2)OC(=O)C1=CNc1cccc(c1)[N+](=O)[O-],1.098
NIEQIN,1218,CCOc1cc([N+](=O)[O-])c2c(c1)C(=CC(N2)(C)C)C,1.218
NIHBOX,1531,O=C1/C(=C/2\C=CC(=[N+]([O-])[O-])C=C2)/[N+](=O)[C@](N1C)(C)C(C)C,1.531
NIKTEH,1345,[O-][N+](=O)c1cccc(c1)c1nc2ccccc2nc1c1cccc(c1)[N+](=O)[O-],1.345
NIKVAF,1478,CO[C@H](c1ccc(cc1)[N+](=O)[O-])Nc1ccccn1,1.478
NILZAM,2469,CCOC(=O)c1noc(c1)CO[N+](=O)[O-],2.469
NIMFOE,1789,[O-][N+](=O)c1c[nH]c(=O)[nH]c1=O,1.789
NINQEI,1677,CNC1=C([N+](=O)[O-])[C@H](C2=C(O1)CCCC2=O)c1ccc(cc1)[N+](=O)[O-],1.677
NIPCIM,1869,[O-][N+](=O)c1ccc(cc1)N=C=Nc1ccc(cc1)[N+](=O)[O-],1.869
NIPFUP,1835,[O-][N+](=O)c1ccc(o1)/C=C/C(=O)c1ccccc1[N+](=O)[O-],1.835
NIPHAZ,2560,N#[N+][N-]c1ccc(cc1)[N+](=O)[O-],2.56
NIPPAG,1411,CCN1C(=O)/C(=N\Nc2cccc(c2)[N+](=O)[O-])/C(=C(C1=O)C#N)C,1.411
NIPYAZ,3620,[O-][N+](=O)n1cccn1,3.62
NIQTUD,1430,O=C(Oc1ccc(cc1)[N+](=O)[O-])CCC(=O)Oc1ccc(cc1)[N+](=O)[O-],1.43
NISGEB,2651,[O-][N+](=O)C(CCc1nnn[nH]1)(CCc1nnn[nH]1)CCc1nnn[nH]1,2.651
NITBAL02,2231,O/N=C/c1ccc(cc1)[N+](=O)[O-],2.231
NIVPAJ,1845,OCc1ccc(c(c1)N)[N+](=O)[O-],1.845
NIWROB03,1168,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)[N+](=O)[O-],1.168
NIZCAA,1868,Cc1cccc(n1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.868
NMALAM,1868,N/C(=C(/C(=O)N)\[N+](=O)[O-])/O,1.868
NMBYAN,1345,Cc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-],1.345
NMBZAX,2410,C[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1,2.41
NMBZYA01,1483,COc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-],1.483
NMHXNT,2862,OC[C@@H]1C[C@@]2(N([C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])O)[N+](=O)[O-],2.862
NMZNON01,2390,CN1C[C@@]2(CC(=O)C[C@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-],2.39
NNAPAN10,1476,O=C1OC(=O)c2c3c1ccc(c3c(cc2)[N+](=O)[O-])[N+](=O)[O-],1.476
NNAPMP,1551,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Oc1c(C)cccc1C)cccc2,1.551
NNTSED10,4585,O=[N+]([N+](=O)CC[N+](=O)[O-])CC[N+](=O)[O-],4.585
NOACTD,2620,[O-][N+](=O)CC(=O)N,2.62
NOEURA,4173,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],4.173
NOFBEP,1307,CNC(=C([N+](=O)[O-])C=C1C(=O)CC(CC1=O)(C)C)NC,1.307
NOFLUP,1255,O[C@@H](c1ccccc1)CNc1ccc(cc1)[N+](=O)[O-],1.255
NOGCIX,1670,C/C(=C\C#Cc1nc(n(c1[N+](=O)[O-])C)C)/c1ccccc1,1.67
NOHCAQ,1071,CN1C=C(c2ccccc2)[C@H](NC1=O)c1ccc(cc1)[N+](=O)[O-],1.071
NOHTAZ,4076,C[C@@H]1N([N+](=O)[O-])[C@H](C)N([C@@H](N1[N+](=O)[O-])C)[N+](=O)[O-],4.076
NOLHIG,1103,COC(=O)c1n(c2ccc(cc2)[N+](=O)[O-])c(c2c1cccc2)C,1.103
NOMBEA01,2053,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])C(=O)O,2.053
NOPHKN,1631,O=C(c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-],1.631
NOQVUL,1596,Cc1ccc(o1)/C=N/c1cccc(c1)[N+](=O)[O-],1.596
NORPUG,1931,CC(COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C,1.931
NOSLIQ,2605,[O-][N+](=O)OCC1(COC(=N1)c1cccnc1)CO[N+](=O)[O-],2.605
NOSNUE,1973,[O-][N+](=O)OCCOC(=O)c1cccnc1,1.973
NOTRAP,1040,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1)[N+](=O)[O-],1.04
NPASPG,1768,NC(=O)C[C@H](C(=O)O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.768
NPBUDY,1749,[O-][N+](=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)[N+](=O)[O-],1.749
NPHDZA,1873,CC/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C,1.873
NPHDZB,2698,CC/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],2.698
NPNFPR,1823,O=C(c1ccc(cc1)[N+](=O)[O-])/C=C/c1ccc(o1)[N+](=O)[O-],1.823
NPYRAM,2129,[O-][N+](=O)c1cccnc1NCNc1ncccc1[N+](=O)[O-],2.129
NTBYPY,1937,[O-][N+](=O)c1cc(ccc1Cc1ccncc1)[N+](=O)[O-],1.937
NTBZAM01,1531,NC(=O)c1ccc(cc1)[N+](=O)[O-],1.531
NTPYRO11,2828,[O-][n+]1ccc(cc1)[N+](=O)[O-],2.828
NUCDEW,1439,N#CC([C@@]1(C[N+](=O)[O-])C(=O)Nc2c1cc(C)cc2)C#N,1.439
NUDLIH,1379,CC[NH+](Cc1cc(ccc1[O-])[N+](=O)[O-])CC,1.379
NUKBOK,1048,[O-][N+](=O)c1ccc2c(c1)C(C)(C)NC2(C)C,1.048
NULGEI,1064,[O-][N+](=O)[C@H]1C(=O)NC(=C[C@@H]1c1ccccc1)c1ccccc1,1.064
NUMXAV,3876,CNC(=C([N+](=O)[O-])[N+](=O)[O-])N,3.876
NUNCOO,1258,OC[C@@H](c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-],1.258
NUPJAJ,2039,COc1ccc2c(c1[N+](=O)[O-])c([N+](=O)[O-])c(cc2)OC,2.039
NUPMES,1561,[O-][N+](=O)c1ccc(cc1)/N=C/c1ccccn1,1.561
NUPYON,1298,COc1cc(cc(c1O)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-],1.298
NUQJEP,2244,O/N=C/c1cccc(c1)[N+](=O)[O-],2.244
NUQPOF,2099,O=C1c2c(cc(c(c2C(=O)c2c1c(cc(c2O)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],2.099
NUQRUN,1185,O=C(c1ccccc1[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2,1.185
NUQZIJ01,1125,Nc1ccc(cc1N/C=C/1\C(=O)C=Cc2c1cccc2)[N+](=O)[O-],1.125
OBOKIC,1073,Oc1ccc(cc1/C=N/c1ccc(cc1)Nc1ccccc1)[N+](=O)[O-],1.073
OBUJAY,2013,COc1ccccc1/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C,2.013
OBUWUF,1163,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2,1.163
OBUXOA,1772,CCCNc1ccc(cc1[N+](=O)[O-])C#N,1.772
OCALEL,1513,C/C(=N\NC(=O)c1ccccc1[N+](=O)[O-])/c1ccccn1,1.513
OCALOU,1359,CC(=O)NCCNc1ccc(cc1)[N+](=O)[O-],1.359
OCAYID,1277,[O-][N+](=O)C(c1ccnc(n1)c1ccccc1)(C)C,1.277
OCEHEL,1707,N#CC(=Cc1cc2OCOc2cc1[N+](=O)[O-])C#N,1.707
OCEKIS,1777,CCOc1ccccc1N/N=N/c1cccc(c1)[N+](=O)[O-],1.777
OCHTET18,4749,[O-][N+](=O)N1CN(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],4.749
OCOMOK,1399,OC(=O)CCNc1ccc(cc1)[N+](=O)[O-],1.399
OFAHAH,2955,[O-][N+](=O)[C@]12[C@H]3C[C@H]4C[C@@H]2[C@@]([N+](=O)[N+]1=O)([C@@H](C3)C4)[N+](=O)[O-],2.955
OFOMAX,1062,O=C(c1ccc(cc1)[N+](=O)[O-])OCCn1ccc2c1cccc2,1.062
OGENIY01,1056,O=C(c1cccc(c1)[N+](=O)[O-])Nc1cccc2c1nccc2,1.056
OGEPUM01,1055,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccc2c1nccc2,1.055
OJAREW,1600,CO[C@@]12[C@@H]3O[C@@H]3CN1c1c(C2=O)cc(cc1)[N+](=O)[O-],1.6
OJARIA,1656,CO[C@@]12[C@H]3O[C@H]3CN2c2c(C1=O)cccc2[N+](=O)[O-],1.656
OJIJOG,2349,[O-][N+](=O)c1cc(ccc1NN=C1CCCCC1)[N+](=O)[O-],2.349
OJIRIJ,1347,COc1ccc(c(c1)[N+](=O)[O-])c1cnc2c(n1)cccc2,1.347
OJOLAC,3021,O=NC1(COC(OC1)(C)C)[N+](=O)[O-],3.021
OJUNEM,2383,CN(/N=C(/c1ccc(cc1)[N+](=O)[O-])\C=N\N(C)C)C,2.383
OJUNUC,2094,CN(/N=C/C(=N\N1CCCC1)/c1ccc(cc1)[N+](=O)[O-])C,2.094
OLIHIA,1416,COC(=O)/C(=C/C(=O)OC)/Nc1ccccc1[N+](=O)[O-],1.416
OLIHUM,1267,COC(=O)c1cc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-],1.267
OLIJEY,1249,COC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)[N+](=O)[O-],1.249
OLOHEC,1362,O=C1C=CC=C/C/1=C/Nc1ccc(cc1O)[N+](=O)[O-],1.362
OMITIP,1647,OC[C@H]1O[C@H](C[C@@H]1O)n1nnc(c1)c1ccc(cc1)[N+](=O)[O-],1.647
OMIWEM,2716,[O-][N+](=O)C1=[N+]2C=CC=[N+]2C=C1,2.716
OMOBOH,1864,CCOC(=O)c1cn(nc1C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],1.864
OMOTEP,1565,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc2c1cccc2[N+](=O)[O-],1.565
OMOTIT,1618,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1nc2c(c1)c(ccc2)[N+](=O)[O-],1.618
OMUXEB,1484,O=Cc1cc(cc(c1[O-])C[N+](CC)(CC)CC)[N+](=O)[O-],1.484
ONABAH,1471,[O-][N+](=O)c1ccccc1Nc1nnc(o1)c1ccccc1,1.471
ONABEL,1432,N#CC(=C(c1ccc(cc1)OC)/C=C/c1ccccc1[N+](=O)[O-])C#N,1.432
ONBZAM,1588,[O-][N+](=O)c1ccccc1C(=O)N,1.588
ONITAN02,1980,[O-][N+](=O)c1ccccc1N,1.98
ORAWAG,2998,COc1c([N+](=O)[O-])c(OC)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-],2.998
OROYUR,1885,COc1ccc(c(c1)[N+](=O)[O-])C#N,1.885
OSIDEB,919,O=C(c1ccc(cc1)[N+](=O)[O-])OCN1C(=O)c2c(C1=O)cccc2,0.919
OTENEI,1286,COc1cc(ccc1C(=O)Nc1ccccc1n1cccn1)[N+](=O)[O-],1.286
OTOFIN,1791,Nc1cc(ccc1C)Nc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-],1.791
OVUYEL,1226,Cc1ccc(cc1)/C(=C\[N+](=O)[O-])/N1CCCCC1,1.226
OWUQEE,1316,Oc1ccc(cc1/C=N/c1ccccc1)[N+](=O)[O-],1.316
OWUYOW02,3355,[O-][N+](=O)N(c1nonc1c1nocn1)CCN(c1nonc1c1nocn1)[N+](=O)[O-],3.355
OXIMOZ,1103,CCOC(=O)c1c(C)[nH]c(c1O)c1ccc(cc1)[N+](=O)[O-],1.103
OXINEQ,2016,N#Cc1c2CCCCC(c2nc(c1C#N)O)([N+](=O)[O-])[N+](=O)[O-],2.016
OXIRUK,3197,[O-][N+](=O)c1nn(cn1)CC#C,3.197
OXISEV,3001,[O-][N+](=O)c1nn(cn1)C=C,3.001
OXONOG,4450,O=[N+](c1nonc1N[N+](=O)[O-])[N-]c1nonc1/N=N/c1nonc1[N-][N+](=O)c1nonc1N[N+](=O)[O-],4.45
OZAZEV,2349,COCc1c(C#N)c(NN)nc(c1[N+](=O)[O-])C,2.349
PABBOJ,2872,[O-][N+](=O)c1cc(cc(c1n1nnc2c1c(cc(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.872
PABHAB01,2552,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1c(C)nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-],2.552
PABPIR,1386,CN(CCCNc1ccnc2c1cccc2[N+](=O)[O-])C,1.386
PABPUD,1407,CN(CCCNc1c(cnc2c1cccc2)[N+](=O)[O-])C,1.407
PADQUJ,1037,[O-][N+](=O)C[C@H](c1c(N)n(C)c(=O)n(c1=O)C)c1ccccc1,1.037
PADZAX,1390,[O-][N+](=O)c1ccc(cc1)NN=C1c2cccnc2c2c1cccn2,1.39
PAGNUJ,2967,[O-][N+](=O)c1ncn(c1)c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-],2.967
PAGPOF,2830,[O-][N+](=O)c1c(NC(C)(C)C)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N,2.83
PAGPUL,3137,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.137
PAGQAS,3142,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.142
PAHBEG,1893,[O-][N+](=O)c1ccc(cc1)/C=N/CC/N=C/c1ccc(cc1)[N+](=O)[O-],1.893
PAMGIT,1685,N#CC(C(c1ccccc1)(C)C)(/N=N/c1ccc(cc1)[N+](=O)[O-])C#N,1.685
PAMNIA,1403,O=C1CCCN1c1cccc(c1)[N+](=O)[O-],1.403
PAMQAW,2800,[O-][N+](=O)C1(CCCCCCc2c1cno2)[N+](=O)[O-],2.8
PANJOE,1117,[O-][N+](=O)c1ccc2c(c1)n(CCc1ccccc1)cn2,1.117
PANJUK,1650,O=C(c1cccc(c1)[N+](=O)[O-])CCn1cncn1,1.65
PAQZEN,1190,[O-][N+](=O)c1ccc(cc1)C(c1cccn1C)c1cccn1C,1.19
PARPOO,1891,[O-][N+](=O)c1ccc(nc1C)/N=N/c1ccccc1,1.891
PASJUP,2739,CC[C@@]([C@@]([N+](=O)[O-])(CC)C)([N+](=O)[O-])C,2.739
